Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
NTTM-133,0-20 sm,Loy,27.1469274757563,21.0598738397124,6.37404084413868,0.538251280622019,40.51,15.5898716697442,243.220419012332,1.85,370.57,60.25,1.83,7.7,0.79,11.74,0.68,565718659.82,Bug'doy
NMNX-6549,0-20 sm,Loy,29.6956081353327,29.2086674092259,6.83548936130459,0.31304651866162,56.35,27.1951034310884,196.078722969954,2.06,381.01,54.93,1.15,7.88,3.54,8.4,0.82,,Bug'doy
NMNX-6670,0-20 sm,Loy,37.8032361237162,18.1179030259651,6.29002709235386,0.374565174931629,32.1,22.2833727811878,173.378567285626,0.67,318.08,,1.32,7.26,4.85,13.81,0.4,800387940.14,Bug'doy
NTXM-172,0-20 sm,Loy,21.3134822780995,23.0232278632494,7.18291911354527,0.586899620444874,60.71,27.7208055606605,151.562029188359,1.63,387.56,61.59,2,8.16,2.08,12.04,0.84,1727175249.9,Bug'doy
NMNX-164,0-20 sm,Loy,39.8339859462163,27.3638876918664,6.77385028604462,0.555542240538001,75.78,28.6740263730556,190.714670220403,1.55,419.63,41.3,1.95,9.33,0.79,8.61,0.96,501546399.24,Bug'doy
NMNT-165,0-20 sm,Loy,20.986348841345,24.0090373786855,6.91374296918328,0.5189471640412,28.55,16.9671602479266,254.235918589677,1.1,337.69,61.24,0.59,7.77,2.66,12.16,1.02,355906984.48,Bug'doy
NMNX-6550,0-20 sm,Loy,39.7277124393434,26.6883790648887,6.32300631759447,0.248694093973192,20.39,20.5685926890944,175.32065628227,0.96,355.06,45.6,0.65,12.47,4.18,12.32,0.73,200016699.74,Bug'doy
NTXM-173,0-20 sm,Loy,39.3957635013674,29.32952865412,6.9674175790597,0.544332441397166,38.13,26.3765984935994,230.053638773717,,322.64,37.35,1.61,7.94,3.34,,1.03,1800769858.66,Bug'doy
NMNX-165,0-20 sm,Loy,32.95520914643,16.7736143206164,6.87064567290919,0.262603306410388,16.8,23.068062564733,298.695244034283,1.03,290.12,41.4,0.59,8.82,0.91,9.6,0.53,905371148.8,Bug'doy
NTXM-174,0-20 sm,Loy,30.7895803697943,26.9720233469274,6.33858513338246,0.224788698202361,51.61,15.7940754573831,277.495367610468,1.78,390.68,48.03,1.43,10.14,4.54,7.1,0.5,146725376.41,Bug'doy
NMNT-166,0-20 sm,Loy,34.4439919246896,21.018807341249,7.37061972835263,0.355931158684869,16.8,28.8565508012883,230.694291890413,1.95,288.19,69.55,1.04,12.1,2.72,12.99,1.31,33856332.01,Bug'doy
NTXM-174,0-20 sm,Loy,21.0884485793887,26.245435187735,6.2881650451548,0.219429877481558,60.72,17.6660939917808,297.56603089666,0.71,353.5,42.05,1.4,4.5,4.39,10.45,1.08,196361869.53,Bug'doy
NTXM-175,0-20 sm,Loy,27.8706050478527,17.1037768374924,6.27349382295103,0.360815713427525,58.27,20.0324677268652,161.185041064153,1.77,329.87,71.68,1.5,4.55,2.24,7.21,0.67,200869701.77,Bug'doy
NMNT-167,0-20 sm,Loy,30.6702467707582,27.0458607247614,7.20610869703929,0.580536876348331,21.69,19.1333715379712,208.406033868193,0.88,354.68,55.43,0.9,3.02,4.19,7.71,1.05,1981715545.11,Bug'doy
NMNX-6553,0-20 sm,Loy,35.7957111919899,25.173485349887,6.01560855776096,0.475818180789321,42.45,18.6995379631268,262.379251202067,1.16,356.49,78.08,0.7,5.39,4.64,9.71,1,74881030.74,Bug'doy
NMNX-6674,0-20 sm,Loy,35.2089745853562,18.8214028052599,6.8391106311328,0.422849201746138,30.14,24.3107552736471,184.961462785782,1.37,300.58,40.46,2.04,9.67,3.79,8.98,0.88,550035258.17,Bug'doy
NTXM-176,0-20 sm,Loy,24.107890070631,22.4778323863812,6.74682008229326,0.245159380540647,22.67,19.9569865433069,256.597335873752,1.5,297.1,75.22,0.82,6.89,2.32,5.66,0.52,36018976.8,Bug'doy
TSPD-2025,0-20 sm,Loy,33.4297189066277,16.9675684343614,6.20973144885984,0.491984741711023,9.82,16.7857267839371,224.28409537147,,323.9,53.21,0.56,3.62,2.81,,0.63,297658578.33,Bug'doy
NTTM-138,0-20 sm,Loy,25.508452384876,23.1105155735843,6.65118775853065,0.432757769609992,64.21,22.954934589675,294.473561069,,418.34,,2.17,5.57,0.95,13.92,0.67,1655906447.58,Bug'doy
NMNX-6795,0-20 sm,Loy,36.6967706901385,16.599654276266,7.48891192101383,0.545586958222347,40.02,23.1916700701361,244.485664422193,0.94,354.12,36.17,1.59,4.48,3.97,8.95,0.65,349224004.9,Bug'doy
NMNX-6916,0-20 sm,Loy,32.2928478307655,29.2193290178634,6.26518459857335,0.537160320653407,38.91,22.2150498288019,188.371698367418,0.93,344.62,43.35,1.07,14.41,4.02,10.01,1.35,769820552.54,Bug'doy
NTTM-139,0-20 sm,Loy,24.6044206057709,21.4608560462215,7.02398379556185,0.460008862266457,14.98,29.2887646713906,190.428122400846,2.27,286.28,60.87,0.35,9.5,1.84,10.82,0.84,1718394133.09,Bug'doy
NMNX-7158,0-20 sm,Loy,32.5321308394805,29.9737661342184,6.94718227568334,0.28748481845869,36.82,17.9524614099894,214.781000894788,0.97,335.51,32.06,1.13,6.23,1.44,6.8,0.44,1207038437.74,Bug'doy
NTXM-178,0-20 sm,Loy,27.716484624396,23.1292372802605,6.32533602081405,0.574590480220213,16.66,22.9687867740455,227.247594049318,1.33,293.09,50.46,1.37,7.9,0.54,6.13,1.25,95143057.53,Bug'doy
NMNX-7400,0-20 sm,Loy,34.161489660888,17.2897638811404,6.08430620680113,0.229425450121405,62.1,21.0477290670759,198.715338864733,2.07,419.7,43.47,1.68,12.74,1.62,10.91,1.11,,Bug'doy
NTTM-141,0-20 sm,Loy,38.0297507553787,23.4961157188071,7.2769858250427,0.56631422765331,65.47,19.4237742331725,246.359953901795,1.14,429.85,62.04,2.27,10.39,3.08,8.08,0.37,1309454562.64,Bug'doy
NMNX-7521,0-20 sm,Loy,37.3025448552556,25.0664762851935,6.3310886441387,0.493252328845331,56.88,26.4492186980533,241.84350796168,1.3,382.87,44.06,1.17,7.01,4.28,8.85,0.71,,Bug'doy
TSPD-2029,0-20 sm,Loy,33.4114750758841,26.9802421656971,7.23366725711197,0.365578880972818,40.23,20.4325513106762,166.639941622363,0.6,364.38,56.8,2.03,5.82,4.2,9.2,1.05,416764520.4,Bug'doy
NTTM-142,0-20 sm,Loy,23.5416481571275,28.4145654684831,6.27852481827638,0.389682542063143,54.61,28.5504550609927,277.642885446227,1.67,344.19,59.43,1.57,7.21,0.95,9.99,0.6,1224840897.34,Bug'doy
NMNX-161,0-20 sm,Loy,34.5767342372319,23.6188197723311,6.01339810603842,0.330484946203645,34.97,29.4817354262458,225.24265135501,1.15,321.82,61.26,1.51,4,1.15,9.69,0.94,1874344702.18,Bug'doy
NMNX-162,0-20 sm,Loy,27.3973599784492,24.9330042462809,6.59525365454846,0.560860440518502,68.67,25.4751124887237,275.141640762004,0.84,393.53,,2.58,4.73,3.27,7,1.06,1674052745.91,Bug'doy
NTXM-172,0-20 sm,Loy,28.585035025659,27.9498631233679,6.29816298263286,0.443838490749172,55.69,28.1457964173792,280.716348675766,1.78,386.48,50.37,2.27,4.5,1.82,12.29,0.76,1527880328.25,Bug'doy
NMNT-164,0-20 sm,Loy,33.3443047266695,23.9060359386251,7.31909946857071,0.527199979560162,33.59,25.4236786370902,260.363597755895,1.01,327.41,40.73,2.27,11.78,1.55,8.72,0.84,818080931.72,Bug'doy
NMNX-6790,0-20 sm,Loy,25.7094399763314,29.6909996247808,6.47412296243086,0.482060810963597,27.81,21.2202990080727,261.417989051256,1.09,310.78,41.82,1.41,11.92,3.1,10.01,0.67,407880360.94,Bug'doy
NMNX-6911,0-20 sm,Loy,33.7518135911887,22.811989781995,7.30969152642754,0.514611189912795,34.47,24.9809107001897,235.32517763222,0.92,388.01,34.26,0.71,6.56,2.94,8.05,0.7,996935397.54,Bug'doy
NTXM-173,0-20 sm,Loy,23.6038463212834,19.687163246518,6.21612498275186,0.471945569830648,68.7,29.052010831058,190.997951665752,1.31,404.11,51.49,2.78,11.93,4.41,6.45,0.6,1711642508.77,Bug'doy
NMNT-165,0-20 sm,Loy,30.2845280005333,26.2732797716606,6.25059755578979,0.370216491430154,45.13,29.5751766248584,252.126388180026,0.73,380.86,71.64,2.42,9.27,1.19,8.72,1.14,223875868.95,Bug'doy
NMNX-6791,0-20 sm,Loy,30.6698936017429,23.58284579012,7.09246350307554,0.494839792428096,18.38,25.8627373567546,224.626862310432,0.97,307,57.27,1.39,3.65,3.36,11.8,0.81,520962271.45,Bug'doy
NMNX-165,0-20 sm,Loy,22.8944552530988,24.6450858133709,7.45428602834041,0.497983007175326,37.58,23.4412061582938,287.712282437386,0.7,335.41,62.38,0.63,12.81,1.06,11.71,0.95,996782804.05,Bug'doy
NTXM-174,0-20 sm,Loy,36.0268120821424,25.4163335971718,6.28544716589001,0.513100917245834,64.25,19.5207736773792,263.264413079229,1.48,369.47,,1.75,13.72,3.16,10.45,0.82,734134390.96,Bug'doy
NMNX-6792,0-20 sm,Loy,38.6890081918204,17.2283724669405,6.3988986344855,0.319757137522388,25.73,20.0253624927565,295.473712716273,1.9,323.87,65.61,0.96,11.15,4.73,11.24,0.56,,Bug'doy
NTXM-174,0-20 sm,Loy,27.0785642566733,24.3011002845744,7.39262440953776,0.289692247710981,51.7,27.08460483931,296.541096715654,2.22,332.38,40.46,1.8,4.46,3.15,8.33,1.01,819118404.57,Bug'doy
NMNT-167,0-20 sm,Loy,32.2689124438339,26.2852568255037,6.45774843737236,0.396256628475566,49.03,23.2900646288009,299.036700548488,1.13,364.09,74.12,1.82,4.94,1.69,8.06,1.3,63053377.78,Bug'doy
NTTM-136,0-20 sm,Loy,23.8259474477326,24.1411082552605,7.45433666579771,0.271795268357281,59.93,22.4533839881687,177.755335002183,1.1,372.16,54.19,2.08,14.37,4.17,10.11,1.05,1616553497.48,Bug'doy
NMNX-6793,0-20 sm,Loy,21.8178210376464,19.3893249790732,7.20391499771052,0.476060916111108,31.83,26.1520621603092,218.34563577667,2.1,332.89,49.83,1.89,11.29,3.87,5.68,1.03,1793080825.72,Bug'doy
NTXM-175,0-20 sm,Loy,39.9099340335543,23.6700153944074,6.35717610540153,0.509706630387987,23.94,18.0711428963715,298.683900483919,1.32,316.36,,0.94,12.5,1.61,11.02,1.25,715460276.39,Bug'doy
NMNX-167,0-20 sm,Loy,38.4834736253669,22.5035107453967,6.09362246129078,0.507475170515051,29.51,26.9127055391257,242.232285719838,1.95,310.1,48.91,,9.78,0.6,7.99,1,590718544.85,Bug'doy
NMNT-168,0-20 sm,Loy,26.7644501778062,18.1555745887138,6.92971742117543,0.560056187056462,33.94,27.4159433267812,193.83051192558,1.34,308.82,46.69,1.38,11.17,2.37,10.92,,,Bug'doy
NTTM-137,0-20 sm,Loy,25.0242088920239,29.4018549128815,7.34284442707411,0.345251923651593,45.9,24.8922415608498,204.655360983205,1.24,367.28,58.99,1.8,9.46,0.9,8.82,0.79,,Bug'doy
NMNX-6794,0-20 sm,Loy,35.1196329904154,27.4386355904974,7.3891318846678,0.551529300010101,49.2,28.5100683797564,200.654430940663,1.47,337.46,45.98,,7.69,4.81,7.79,0.47,1688147784.44,Bug'doy
NMNX-6915,0-20 sm,Loy,23.6734439452623,20.6777175827632,6.24858462733097,0.596587533293063,23.14,26.2684391446365,266.701735081218,0.95,362.54,64.46,0.92,12.13,1.11,8.77,0.85,63301169.67,Bug'doy
NTXM-176,0-20 sm,Loy,22.1076292221522,18.820966761938,6.07183443259851,0.580706239907571,50.4,25.6565297888993,290.30593456078,1.36,372.61,56.38,1.67,11.97,2.16,10.33,0.73,1459607388.85,Bug'doy
NTXM-177,0-20 sm,Loy,29.7985748494877,23.263250964984,7.44733777408334,0.564201731305104,26.66,23.4298997560395,187.28942991204,2.51,331.64,51.57,,14.48,2.14,,1.26,1369097315.5,Bug'doy
NMNT-169,0-20 sm,Loy,28.6393391814975,16.9497739935645,6.18415341354991,0.497029145977097,24.38,24.9172515195343,208.197054164321,1.61,336.69,47.45,1.65,12.25,1.36,12.61,0.78,172347503.35,Bug'doy
NTTM-138,0-20 sm,Loy,27.0582997968289,26.8214555438873,6.5155382060082,0.267248892878661,24.63,24.1923167205671,252.496724890283,1.58,329.05,60.9,0.93,13.53,2.38,9.54,1.23,1425841262.79,Bug'doy
NMNX-6795,0-20 sm,Loy,33.6925285900667,16.6356389369947,6.81750825551165,0.413455522391722,37.21,23.2434158533964,291.359173424985,1.59,321.29,53.65,1.16,10.21,3.52,9.58,0.33,709405177.35,Bug'doy
Karta-137,0-20 sm,Loy,32.547646793368,20.5383559252969,6.50314322715933,0.402676162934829,23.1,20.091797261405,241.033764998623,2.02,317.35,55.44,1.16,13.26,0.9,9.05,0.8,1184175038.92,Bug'doy
NTTM-139,0-20 sm,Loy,32.7072407321963,23.1499273865029,7.20539448698326,0.524450614189301,35.77,17.9038164690081,179.478388337837,2.01,357.92,45.67,,6.81,2.65,9.98,0.68,,Bug'doy
NMNX-7037,0-20 sm,Loy,29.6421699663918,23.8579302729411,7.07795856652195,0.241908885428498,24.63,16.3644162713053,273.360776256857,1,311.81,70.48,0.41,9.92,4.42,7.08,1.2,1516063797.16,Bug'doy
NMNX-7158,0-20 sm,Loy,32.8852390973063,26.7594533811539,6.40494543854811,0.37267563619376,46.69,24.3267642956743,192.41402960443,1.11,338.54,67.65,2.33,3.52,4.31,10.2,0.79,,Bug'doy
NTXM-178,0-20 sm,Loy,20.2884809604646,27.4302715010625,6.27370081915857,0.220776751692194,46.54,18.2603428236436,282.60044597003,0.34,,39.78,,14.09,2.45,13.72,0.8,224344576.09,Bug'doy
Karta-138,0-20 sm,Loy,34.824159805826,28.9290712352897,6.82534871951789,0.357997478108233,25.19,16.7001198608,241.374969771087,0.8,284.97,63.16,1.24,10.77,2.6,11.66,0.9,1271819736.41,Bug'doy
NTTM-140,0-20 sm,Loy,28.3418341536827,23.9902130781073,7.33081594485045,0.267689312819252,39.65,27.4662149012765,229.528347876709,1.7,353.65,68.26,0.76,10.9,2.62,11.57,0.65,1108344276.72,Bug'doy
NMNX-7400,0-20 sm,Loy,30.2831437808409,20.0305416180901,7.34817178430687,0.341507212528986,48.16,28.7878208919224,233.72816669865,1.39,340.68,29.41,1.29,13.28,2.32,8.56,0.87,170371512.23,Bug'doy
NTXM-179,0-20 sm,Loy,35.0330003886403,18.9000178197045,6.22289967497345,0.580032764444316,17.45,23.5716349756458,296.340309392653,1.76,298.55,42.35,1.14,5.56,1.94,12.79,0.89,258408451.22,Bug'doy
TSPD-2028,0-20 sm,Loy,27.3697577428375,16.4340712684784,6.97088166459709,0.39352755261806,16.52,15.583165247756,267.291502776807,1.41,360.12,62.35,1,13.09,3.29,9.33,0.77,789777328.98,Bug'doy
Karta-139,0-20 sm,Loy,29.0658756271361,21.2327840975301,7.22569089767853,0.463370186332072,35.16,15.3210387080858,254.069071448067,1.6,375.57,29.27,1.58,14.21,0.87,12.18,1.21,322375154.7,Bug'doy
NTTM-141,0-20 sm,Loy,31.0380883060564,20.5342996683192,7.19030616304474,0.247765110492072,25.83,28.4068451878157,216.173283322908,0.56,245.69,,0.3,5.52,0.93,9.6,0.54,388670917.48,Bug'doy
TSPD-2029,0-20 sm,Loy,27.3581215482444,22.1868017959246,6.48612931636313,0.438855818772227,24.28,22.7635095635458,165.718496355517,2.4,299.53,51.98,1.14,,1.06,9.18,1.2,826476976,Bug'doy
NMNX-7763,0-20 sm,Loy,26.7511007989063,16.7960668630943,6.90908639074829,0.351968612332263,27.53,26.6042234039951,230.649608099966,0.78,315.43,76.55,0.43,5.56,4.63,10.95,0.87,1974735506.64,Bug'doy
NMNX-7884,0-20 sm,Loy,34.7762716159977,29.1445800669815,6.50416365142967,0.386429954772363,32.29,20.7861689148701,167.598182925344,1.31,376.88,69.89,0.89,3.65,2.06,8.57,0.73,1065348316.04,Bug'doy
Karta-141,0-20 sm,Loy,37.1500439422109,20.6714681158917,7.03902606029974,0.469686281845691,64.31,16.8891076481676,225.944773170686,0.64,431.75,56.22,2.04,,3.95,7.1,1.14,,Bug'doy
NMNX-1257,0-20 sm,Loy,22.3494787337958,29.8079172758134,6.69676221923236,0.422003865976909,42.48,23.1638989957989,169.031303511827,0.55,365.91,61.63,0.74,11.62,1.98,7.77,1.25,529418796.87,Bug'doy
NMNX-162,0-20 sm,Loy,38.4035218517658,23.6973351022881,6.9191035594634,0.327301573220577,9.41,17.9076932713445,189.050853693,0.98,296.7,31.88,0.62,4.86,3.35,7.17,0.95,1629965384.07,Bug'doy
NMNX-163,0-20 sm,Loy,31.2228289612026,25.6265808844504,6.48461339582961,0.595933639666008,42.92,26.3498527038152,182.178173077965,1.01,329.11,32.42,2.41,14.31,4.75,8.87,0.59,1037295471.73,Bug'doy
NMNT-164,0-20 sm,Loy,39.9397528075402,21.7788345416574,7.43332555085267,0.375225148451918,12.11,29.3317039113019,297.065213918265,0.58,322.19,61.96,0.49,4.45,4.52,10.73,0.64,204858059.87,Bug'doy
NMNX-7152,0-20 sm,Loy,23.7957462385162,15.4032034300439,7.25083244939054,0.528784432662337,30.18,19.6963572893406,167.771021852425,1.18,367.6,44.49,1.71,3.97,1.96,11.02,0.37,135012598.86,Bug'doy
NTXM-172,0-20 sm,Loy,25.7100758542375,15.4329679808515,6.35398689121811,0.307187766417801,36.66,22.6458771236159,199.366419105614,2.4,334.2,35.94,1.04,14.41,2.41,8.24,0.98,1357860694,Bug'doy
NTXM-173,0-20 sm,Loy,31.8021024925162,28.5991237737115,7.38859192130959,0.330381056893658,33,29.5178799642693,297.014057589965,2.06,314.42,51.16,2.07,12.68,2.35,10.84,0.48,1105876908.88,Bug'doy
NTXM-173,0-20 sm,Loy,29.7593021906553,15.3636390371239,7.03367987090221,0.408773234964697,41.25,24.3945150863961,209.315878592897,1.17,333.32,37.75,0.71,11.31,4.08,12.1,,,Bug'doy
NMNX-165,0-20 sm,Loy,38.3088912734227,16.9938255357431,7.00991666962799,0.537546058778744,61.77,20.190580470058,277.750860230133,0.38,364.13,45.33,2.55,14.63,2.64,8.71,1.14,1865572111.54,Bug'doy
NTXM-174,0-20 sm,Loy,22.9639929013199,21.214751256243,6.23185414529605,0.501582046321366,25.24,21.5004853827277,153.326309545109,1.21,321.59,58.46,0.96,11.78,4.56,10.13,0.45,1724483259.44,Bug'doy
NMNX-7033,0-20 sm,Loy,39.9266895027443,24.5761180385545,6.76971552298284,0.34222454283399,34.05,27.1278344036791,174.460399484119,1.39,360.13,66.39,1.17,7.57,0.58,12.33,1.22,169807865.35,Bug'doy
NMNX-7154,0-20 sm,Loy,38.0151195864369,26.9587955434841,6.28361456406035,0.403185652822842,21.74,23.837935218853,150.187835938744,1.12,323.18,62.88,1.32,14.07,0.93,11.13,1,572886516.89,Bug'doy
NMNX-166,0-20 sm,Loy,36.4072672643709,15.8889557120478,6.41454620978399,0.388432895400881,43.06,24.278784754678,247.690895469353,0.74,365.1,44.12,2.03,12.9,3.12,9.79,0.65,,Bug'doy
NMNT-167,0-20 sm,Loy,33.7248078412877,22.8876542168372,7.31923843693089,0.281771363687794,26.72,25.4153945348224,194.125449530102,0.9,316.33,61.33,0.37,13.25,0.71,10.18,0.62,100709543.98,Bug'doy
NMNX-7155,0-20 sm,Loy,26.673128270094,29.0269643439075,6.14442641384218,0.43648344951841,31.03,19.3399170702865,211.808656258031,0.92,289.07,32.9,0.68,10.85,1.72,11.63,0.59,,Bug'doy
NTXM-175,0-20 sm,Loy,26.7714768168841,24.1844494896421,6.82576973641253,0.20417867273164,27.48,27.9565554719827,193.1764115415,1.29,334.07,66.93,0.73,9.75,1.88,10.03,0.43,105297239.34,Bug'doy
NMNX-167,0-20 sm,Loy,27.7841994729667,28.3779313529585,6.51387033336724,0.346899000040465,34.73,17.1033256710361,267.854449735836,1.24,296.93,51.96,1.92,12.26,2.34,7.73,1.08,857317153.26,Bug'doy
NTXM-176,0-20 sm,Loy,26.5460192033035,24.7694662342234,7.01211949116863,0.344641052465595,23.88,16.8309336836142,150.88842447479,1.18,356.31,60.98,0.91,3.33,1.43,12.8,0.99,503687826.47,Bug'doy
NTXM-177,0-20 sm,Loy,24.871926533118,19.9043674194093,7.09011044512227,0.403819482821483,20.48,17.0859175865889,279.922512820542,1.43,298.5,56.38,0.98,14.48,3.26,7.45,0.23,1260258603.2,Bug'doy
NTTM-138,0-20 sm,Loy,21.0381586919705,24.5329676923585,6.68801009655282,0.431567858918791,31.23,17.2359353255985,189.79639335828,0.65,371.08,62.85,1.51,12.1,1.16,10.01,0.74,,Bug'doy
NMNX-7157,0-20 sm,Loy,21.5450202650554,29.640086359952,7.19465297941844,0.368587433496202,20.04,23.9066957670699,293.229606269942,0.5,318.65,44.24,,11.55,2.85,11.35,0.98,1840729907.6,Bug'doy
NMNX-169,0-20 sm,Loy,26.2709816928684,21.8041223736359,7.27368235674381,0.210787975281541,34.06,20.5522427552218,260.375335741823,1.05,,37.89,,5.58,4.37,7.82,0.69,,Bug'doy
NTXM-178,0-20 sm,Loy,20.2659642172994,19.5674570087771,6.97657432125287,0.307137545124016,20.79,28.0143998612368,208.161099903217,2.03,328.54,46.19,0.46,4.68,1.33,7.16,0.83,750391269.54,Bug'doy
NMNX-7158,0-20 sm,Loy,26.9386947479926,26.8414735658912,6.86938885994352,0.320804791182651,40.9,23.8250510248028,154.934208723004,,383.65,67.38,0.94,8,0.89,9.8,0.92,,Bug'doy
NTXM-178,0-20 sm,Loy,36.5753367653471,16.3689696897734,6.87591729706116,0.462296431521286,26.96,28.804846844511,151.033048668491,1.26,308.14,,1.4,5.28,3.84,9.98,1.27,465944849.41,Bug'doy
Karta-138,0-20 sm,Loy,23.7565454963752,16.8569567369447,6.9510824164748,0.392243106097581,55.51,27.0390352693166,181.09574081995,0.59,355.88,37.01,2.46,6.51,4.13,8.37,0.96,469426151.08,Bug'doy
NTXM-179,0-20 sm,Loy,30.1358133742137,15.3393344210753,7.26641078732834,0.407910799625919,41.31,21.9801759663977,153.624121744712,1.18,334.16,58.24,0.82,13.69,1.13,11.45,1.03,138013593.41,Bug'doy
NMNX-7521,0-20 sm,Loy,39.1600633148412,29.3399808770171,7.44480924585222,0.256620547825818,28.72,21.345892313713,207.711306340946,1.03,317.59,68.81,1.88,7.8,1.98,9.1,0.73,102725212.56,Bug'doy
NMNX-7642,0-20 sm,Loy,27.1837229214016,15.5423586927949,7.42558223357184,0.590725161894977,21.51,24.1765065015609,236.265294151083,1.03,314.2,65.05,0.7,6.21,0.55,13.39,1.26,,Bug'doy
TSPD-2029,0-20 sm,Loy,30.1692585814618,15.2043479604153,6.37884525956692,0.446422387419747,31.31,17.2487737233447,150.492552102241,1.49,358.25,43.43,1.21,11,2.3,11.55,0.85,1267407139.79,Bug'doy
Karta-140,0-20 sm,Loy,31.1982435940836,23.622393103393,6.90643384263048,0.230509755661045,26.88,21.7740330799162,212.47164338938,0.38,329.77,62.36,1.12,9.34,3.19,11.09,0.96,257131353.51,Bug'doy
NTTM-142,0-20 sm,Loy,37.9505668367769,17.3806401119163,7.18967548786441,0.240175368971027,22.27,24.9069632934568,175.379035700644,2.34,275.22,50.02,0.94,8.51,1.83,8.27,0.62,1280285056.97,Bug'doy
NMNX-7763,0-20 sm,Loy,31.0564948718313,18.2766787507767,6.66254642230345,0.486338815470589,24.25,25.0551258875429,188.71678506453,1.48,278.64,37.63,2.03,4.01,2.81,10.01,0.93,531090200.53,Bug'doy
NTXM-181,0-20 sm,Loy,20.1617259087046,19.6198028692997,6.54173808184711,0.39291146175602,13.16,19.8816115757412,225.640606970063,0.62,328.61,50.59,0.5,3.15,4.39,7.28,0.77,91739897.78,Bug'doy
TSPD-2030,0-20 sm,Loy,35.1386474920556,19.5728455466815,6.64512398601645,0.493273689514994,34.29,25.8852225027642,224.539083580467,0.73,339.84,59.55,1.94,10.33,1.66,10.61,0.72,1402267267.82,Bug'doy
Karta-141,0-20 sm,Loy,24.516029466426,15.9467821967483,7.26366085068563,0.599860635157826,38.07,20.1284718843047,150.842139604871,1.41,311.23,45.41,1.5,13.54,4.36,8.8,1.05,459227610.47,Bug'doy
NTTM-143,0-20 sm,Loy,30.6349670057478,22.4601439245456,7.22277490161748,0.289287653484332,69.18,28.2923584629157,250.156052597677,1.71,432.88,47.42,1.54,10.98,1.42,7.57,1.05,980518222.12,Bug'doy
NMNX-8005,0-20 sm,Loy,21.7043616960413,17.1422073865361,7.07714259386633,0.516169610824585,24.35,24.9557768910017,215.839264511794,2.04,298.38,48.36,1.63,,3.13,9.03,1.07,796181011.78,Bug'doy
TSPD-2031,0-20 sm,Loy,21.2093466633902,17.5561438668205,6.15195431217896,0.569596408347426,35.45,18.6725535298139,239.750712041318,1.18,364.26,35.94,2.07,13.74,0.72,10.12,0.7,1068567370.8,Bug'doy
Karta-142,0-20 sm,Loy,38.2723199171769,18.5971715759853,6.02781719546791,0.362378481276162,37.18,17.2235621210868,235.332362367166,1.9,368.54,42.12,0.93,11.64,2.29,7.84,0.98,253606077.35,Bug'doy
NTTM-144,0-20 sm,Loy,27.6903038347517,23.3018340826257,6.11505774509452,0.314580633804219,31.61,18.0560928000856,295.043654836576,2.5,354.67,58.61,1.15,7.37,1.39,7.03,0.65,287317013.99,Bug'doy
NMNX-1258,0-20 sm,Loy,31.4957365364517,25.087441688293,6.70818485364315,0.458972105808964,49.41,28.9010951087727,258.602122441794,0.52,356.69,70.84,1.09,6.25,2.16,9.44,1.12,65881034.27,Bug'doy
NMNX-163,0-20 sm,Loy,34.3303870837716,23.6571859814277,7.10617214099342,0.32604724234964,26.8,17.7576359266461,155.428247134785,,350.14,48.16,1.13,6.25,2.52,10.11,0.6,39834140.77,Bug'doy
NTXM-172,0-20 sm,Loy,32.571910007448,29.91935784968,7.04826963029204,0.222564454304884,45.82,25.1090465194802,157.178018002006,,358.32,40.01,1.46,3.75,4.06,10.25,1.03,1315907645.41,Bug'doy
NTXM-173,0-20 sm,Loy,27.0584912708382,19.5989879077654,6.15385020569116,0.478624111063262,37.71,28.9014478171129,189.605002587189,,375.63,53.39,1.35,3.2,3.43,10.65,0.9,1340658551.46,Bug'doy
NMNT-165,0-20 sm,Loy,38.8925804222674,23.1922365412225,6.87480793352267,0.497784869177324,53.48,28.746224485059,182.457423783152,,350.76,51.95,2.26,13.73,0.76,9.95,0.79,681551777.97,Bug'doy
NTTM-134,0-20 sm,Loy,26.1668694647415,23.178286612314,7.07275263785426,0.284867423304558,53.81,17.3361189353346,195.316215803862,,353.71,48.49,1.59,3.41,3.85,7.67,1.19,390593946.44,Bug'doy
NMNX-7394,0-20 sm,Loy,27.5793441672096,21.4730043724102,6.48075392423956,0.243022838237184,22.31,29.2235627090931,237.504087119005,,338.51,72.2,0.65,9.13,1.36,12.77,1.12,,Bug'doy
NMNX-165,0-20 sm,Loy,26.4424499775526,20.2374132213212,7.00333933368221,0.428050897704827,21.34,18.4382218549706,252.280988687789,,334.23,65.52,0.98,6.98,3.86,8.84,0.9,1333972361.95,Bug'doy
NTXM-174,0-20 sm,Loy,22.5533687595217,26.8694366101105,7.4959972318883,0.280227212242277,65.81,22.4688099038606,195.547898231938,,386.81,,1.66,13.16,2.77,4.77,1.28,236578111.23,Bug'doy
NMNX-7274,0-20 sm,Loy,28.9678615879685,26.8486845031677,6.19776844945834,0.586324275397369,19.3,24.9572483866913,163.705033863064,,326.78,53.23,,8.27,2.37,8.32,0.89,,Bug'doy
