Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NTXM-203,0-20 sm,Yengil qum,7,2.34,3.29,1.39,17.53,78.47,5,129,438.62,300045024.24,5,6.96,1.1,7.54,0.44,1.81,Makkajo'xori
NMNT-195,0-20 sm,Qumoq,5.95,1.48,1.49,1.27,38.04,74.84,1.1,175,364.72,2394924458.36,11.1,8.88,2.2,,0.94,1.92,Makkajo'xori
NTTM-164,0-20 sm,Loy,5.7,2.49,0.96,1.3,36.34,91.53,2.35,313.59,471.13,1350691410.75,9.96,9.96,1.54,9.73,0.68,2.22,Makkajo'xori
NMNX-14533,0-20 sm,Loy,5.6,0.62,1.82,1.56,18.03,48.52,2,246,393.95,2410577734.3,11,10.27,1.7,7.58,0.72,2.15,Bug'doy
NMNX-14654,0-30,Qumoq,6.1,0.73,4.98,1.49,21.72,42.04,2,345,386.89,62338096.45,22,7.11,1.2,8.85,1.27,1.36,Paxta
NTXM-203,0-20 sm,Yengil qum,6.1,1.41,2.5,1.44,22.99,59.96,3,245,390.54,77748215.16,8,6.7,1.7,6.39,0.52,,Makkajo'xori
NMNX-195,0-20 sm,Loy,5.2,1.71,2.35,1.38,16.5,36.77,27,938,347.72,281985607.88,7,9.31,4.6,9.24,0.89,2.66,Bug'doy
NTXM-204,0-20 sm,Loy,6.4,2.04,2.41,1.48,32.04,22.15,1,368,,680882289.74,8,10.88,1.5,,1.06,2.57,Bug'doy
NMNT-196,0-20 sm,Loy,7.87,1.91,3.18,1.44,24.13,39.26,6,386,347.54,1650928171.94,7,10.98,1.6,,1.07,2.61,Bug'doy
NTTM-165,0-20 sm,Loy,5.9,1.69,4.39,1.53,30.8,38.88,1,375,351.45,590066925.26,8,6.43,1.4,6.35,0.44,1.91,Bug'doy
NMNX-14534,0-20 sm,Loy,5.5,1.18,0.62,1.3,31.46,53.11,3,155,401.41,275505739.62,8,8.33,1,9.63,1.27,1.16,Bug'doy
NMNX-14655,0-30,Loy,6.3,1.9,3.56,1.44,27.86,46.8,1,388,366.14,2008286816.69,8,7.18,1.5,10.17,1.25,2.93,Paxta
NTXM-204,0-20 sm,Loy,6.1,2.5,4.84,1.65,19.31,17.92,1,269,328.67,388569848.15,8,7.1,1,9.47,0.73,1.45,Bug'doy
NMNX-196,0-20 sm,Loy,5.2,0.52,4.27,1.44,22.63,17.11,1,235,311.32,2489246771.46,9,11.27,1.5,8.26,0.48,1.34,Bug'doy
NTXM-205,0-20 sm,Qumoq,6.6,0.97,2.86,1.35,30.69,73.27,2,480,447.23,1465493913.98,7,9.49,2.3,8.19,0.73,2.72,Makkajo'xori
NMNT-197,0-20 sm,Loy,7,1.21,3.84,1.52,31.47,57.56,2,526,389.3,2050753783.45,8,8.55,1.5,7.61,1.15,1.27,Bug'doy
NTTM-166,0-20 sm,Loy,6.36,0.89,3.85,1.24,39.28,79.51,5.04,208,422.15,1159128119.43,7.78,12.88,2.11,7.93,1.16,2.43,Makkajo'xori
NMNX-14535,0-20 sm,Loy,5.9,1.47,2.78,1.52,26.68,12.49,2,378,306.05,2518691551.72,8,7.47,1.4,9.51,1.09,0.84,Bug'doy
NMNX-14656,0-20 sm,Loy,5.35,0.78,4.73,1.58,30.2,31.74,2.4,321,299.06,1461773808.25,16.1,9.17,1.8,9.57,1.27,1.1,Bug'doy
NTXM-205,0-20 sm,Yengil qum,5.55,1.06,2.19,1.37,32.45,81.67,1.5,147,441.71,224063709.14,18.8,8.92,1.5,,0.88,2.56,Makkajo'xori
NMNX-197,0-20 sm,Qumoq,6.4,1.02,4.12,1.32,16.26,73.18,3,336,425.53,1127207985.68,6,9.27,1.2,8.62,0.29,2.63,Makkajo'xori
NTXM-206,0-20 sm,Loy,6.1,2.15,4.69,1.64,24.25,17.99,2,183,303.52,2252103419.3,10.8,9.52,1,9.8,1.29,1.83,Bug'doy
NMNT-198,0-20 sm,Qumoq,6.12,1.88,0.78,,23.62,95.6,1.45,493,425.56,280653757.62,11.7,8.93,3.08,9.31,0.33,1.63,Makkajo'xori
NTTM-167,0-20 sm,Loy,6,0.64,4.91,1.65,37.86,17.87,2,398,322.69,1945602384.33,9,10.08,1.2,7.45,0.65,1.73,Bug'doy
NMNX-14536,0-20 sm,Yengil qum,7.03,0.86,0.76,1.39,19.32,86.87,87.4,463,451.79,186434807.83,10.4,7.61,1.52,8.68,0.87,2.23,Makkajo'xori
NMNX-14657,0-20 sm,Loy,6.3,2.19,4.37,1.61,39.03,27.18,1,358,341.32,742398813.98,10,10.73,1.3,9.6,,,Bug'doy
NTXM-206,0-20 sm,Loy,5.8,,4.17,1.45,32.2,30.6,2,374,336.9,275181087.39,11,8.12,1.1,,1.04,2.28,Bug'doy
NMNX-198,0-20 sm,Loy,5.6,2.08,1.02,1.52,32.68,54.73,1,191,392.65,1165300431.9,6,11.99,1.5,6.22,1,3.09,Bug'doy
NTXM-207,0-20 sm,Yengil qum,5.7,,1.44,1.29,29.9,73.66,4,356,393.44,581237946.89,10,8.75,1.7,8.75,0.86,,Makkajo'xori
NMNT-199,0-20 sm,Loy,5.8,2.25,1.83,1.36,36.56,28.05,5,919,331.3,733434685.91,10,8.01,2.2,10.12,0.64,1.88,Bug'doy
NTTM-168,0-20 sm,Loy,6.2,1.86,4.63,1.52,23.75,40.99,3,489,342.27,2305251710.87,8,10.78,1.7,10.19,0.99,2.05,Bug'doy
NMNX-14537,0-20 sm,Loy,5.9,0.96,0.71,1.3,24.72,81.49,18,437,461.5,559977242.8,7,12.56,2.1,7.61,0.73,2.32,Makkajo'xori
NMNX-14658,0-20 sm,Qumoq,5.35,0.99,0.76,1.25,38.08,93.14,1.8,72,,1976041278.21,18.7,10.18,1.3,6.84,,2.5,Makkajo'xori
NTXM-207,0-20 sm,Loy,6.1,1.09,3.47,1.57,21.82,22.13,2,499,370.52,1706180282.23,11,10.24,1.8,5.92,0.98,,Bug'doy
NMNX-199,0-20 sm,Loy,5.81,1.13,2.47,1.62,30.51,46.46,1.7,154,357.95,589513648.23,10.9,11.76,1,8.81,0.72,1.84,Bug'doy
NTXM-208,0-20 sm,Yengil qum,6,1.35,,,34.98,88.81,2,293,411.38,1593207696.09,8,6.94,1.4,7.2,1.24,2.81,Makkajo'xori
NMNT-200,0-20 sm,Loy,5.9,0.98,2.49,1.41,38.65,61.29,4,407,385.56,2569297350.23,11,10.78,1.3,6.75,1.04,,Bug'doy
NTTM-169,0-20 sm,Yengil qum,6.4,1.68,3.08,1.41,32.47,82.25,3,489,412.11,89394354.47,19,6.36,2,8.05,0.76,2.45,Makkajo'xori
NMNX-14538,0-20 sm,Loy,5.95,1.08,4.75,1.64,20.27,30.14,1.7,138,301.11,158708428.31,6.8,9.68,0.7,9.38,1.13,2.36,Bug'doy
NMNX-14659,0-20 sm,Loy,5.43,1.96,3.32,1.5,23.29,59.61,1.47,420,352.27,771176974.82,20.5,9.2,1.88,,1.23,,Makkajo'xori
NTXM-208,0-20 sm,Qumoq,5.9,1.85,2.91,1.38,19.68,71.76,3,452,411.37,1170311589.79,8,10.5,1.3,6.66,0.59,1.78,Makkajo'xori
NMNX-200,0-30,Qumoq,5.6,1.44,4.52,1.59,28.07,50.87,4,234,,1946331332.65,14,9.44,1.4,7.16,1.04,1.27,Paxta
NTXM-209,0-20 sm,Loy,5.51,1.7,2.51,1.38,19.5,50.05,2.68,190,399.98,388569848.15,13,9.84,1.94,9.53,1.1,1.84,Bug'doy
NMNT-201,0-20 sm,Yengil qum,5.65,1.69,0.84,1.36,20.11,91.59,1.87,179,446.37,2372596691.85,10.9,13.49,1.72,8.17,0.94,0.75,Makkajo'xori
NTTM-170,0-30,Qumoq,6.95,1.37,0.7,1.29,26.06,87.8,5,468,428,2118473380.73,6,6.82,1.3,8.5,0.52,1.12,Makkajo'xori
NMNX-14539,0-20 sm,Yengil qum,5.7,0.92,1.49,1.26,20.17,90.26,2,222,464.25,192077579.61,16,5.55,1.5,,0.47,1.11,Makkajo'xori
NMNX-14660,0-20 sm,Qumoq,5.95,0.9,1.91,1.26,16.56,83.96,3.5,273,448.83,143961568.65,9.2,10.81,1.3,8.72,1.26,2.1,Makkajo'xori
NTXM-209,0-20 sm,Yengil qum,5.4,1.63,0.99,1.4,39.47,74.53,2,169,,233030677.11,18,8.49,1.3,9.15,0.65,1.32,Makkajo'xori
TSPD-2058,0-20 sm,Loy,5.3,1.03,2.47,1.51,21.11,67.62,5,153,415.89,388569848.15,19,12.06,1.7,10.15,,2.54,Bug'doy
Karta-169,0-20 sm,Loy,5.66,1.15,2.82,1.3,30.18,69.55,1.25,342,439.01,498110004.76,14.7,7.17,1.77,7.87,0.64,2.14,Makkajo'xori
NTTM-171,0-30,Loy,5.4,0.48,3.45,1.41,36.05,58.89,3,345,,301680340.82,13,11.23,2.5,9.79,0.98,1.78,Bug'doy
NMNX-14781,0-20 sm,Loy,7.53,1.64,3.69,1.56,15.6,20.65,1,431,311.73,622148449.04,6,6.9,1,7.8,0.4,1.12,Bug'doy
NMNX-14902,0-30,Yengil qum,5.3,2.66,0.78,1.27,35.67,72.2,2,193,408.24,220547431.44,20,8.7,2,9.38,0.53,2.59,Makkajo'xori
NTXM-210,0-20 sm,Loy,5.8,0.39,2.99,1.41,26.03,25.33,2,114,335.01,1358314848.78,17,10.43,0.9,6.67,1.05,,Bug'doy
TSPD-2059,0-30,Qumoq,5.8,1.91,1.88,,18.1,74.6,4,311,395.34,284222156.11,18,10.3,1.4,6.08,0.42,2.52,Makkajo'xori
Karta-170,0-20 sm,Loy,7.53,0.98,3.38,1.41,27.74,39.41,3,369,327.73,388569848.15,5,7.86,1,9.54,0.49,1.41,Bug'doy
NTTM-172,0-30,Loy,7.1,1.23,3.82,1.41,28.57,16.32,11,529,303.87,387668594.36,6,7.94,1.3,6.86,1.27,3.53,Bug'doy
NMNX-15023,0-20 sm,Loy,5.41,,0.75,1.35,32.63,57.69,2.5,387,400.19,1911084982.71,16.5,10.48,2.1,8.33,0.69,4.58,Bug'doy
NMNX-15144,0-30,Loy,5.1,1.99,4.74,1.55,33.11,23.87,2,487,363.9,388569848.15,18,11.26,2.3,8.03,0.5,1.71,Bug'doy
NTXM-211,0-20 sm,Loy,5.23,0.89,4.86,1.51,38.28,75.85,2.4,417,438.8,410510416.28,17.5,8.59,2.6,8.11,0.74,2.81,Makkajo'xori
TSPD-2060,0-30,Yengil qum,5.1,1.44,2.77,,39.45,66.59,3,209,360.14,1811576862.15,19,7.78,2.2,6.09,0.79,2.2,Makkajo'xori
Karta-171,0-20 sm,Qumoq,5.88,1.38,1.01,,17.69,86.31,7,244,456.48,2093804007.48,5,10.34,1.7,7.5,0.88,2.1,Makkajo'xori
NTTM-173,0-30,Loy,7.1,2.23,1.74,1.4,22.31,50.38,7,223,371.17,388569848.15,4,7.78,0.7,5.39,0.87,0.73,Bug'doy
NMNX-15265,0-20 sm,Qumoq,5.4,1.87,0.66,1.24,39.33,84.94,2,504,455.13,313226236.23,15,8.39,1.9,,0.52,0.84,Makkajo'xori
NMNX-15386,0-30,Loy,5.2,1.28,3.22,1.48,21.43,53.41,2,154,364.92,58748833.01,19,8.68,1.4,9,0.75,1.66,Bug'doy
NTXM-212,0-20 sm,Loy,6.1,1.49,3.42,1.65,37.93,14.91,6,538,320.37,84417526.08,10,7.69,4.2,9.22,0.8,1.23,Bug'doy
TSPD-2061,0-30,Loy,5.4,,3.62,1.43,33.07,72.09,4,375,417.48,954714464.54,20,9.27,2.1,9.47,0.6,3.3,Makkajo'xori
Karta-172,0-20 sm,Loy,5.39,2,1.47,1.46,30.67,51.21,8.7,495,,2057044756.55,11.4,10.93,3.6,8.81,0.85,0.58,Bug'doy
NTTM-174,0-30,Qumoq,6.2,0.71,1.04,,31.97,83.15,7,725,422.61,1083158114.88,11,9.06,2.2,8.06,0.82,0.65,Makkajo'xori
NMNX-15507,0-20 sm,Qumoq,6.2,,0.58,,34.39,93.93,5,451,462.87,1093471789.07,12,12.27,2.4,8.21,1.16,1.32,Makkajo'xori
NMNX-15628,0-30,Yengil qum,5.8,0.86,2.24,1.34,30.54,76.94,8,252,417.68,305851628.71,11,10.2,0.9,,0.43,3.87,Makkajo'xori
NTXM-213,0-20 sm,Loy,7.7,0.3,3.72,1.59,39.55,30.22,19,311,294.95,1461059358.68,7,10.31,1.8,7.66,,1.12,Bug'doy
TSPD-2062,0-20 sm,Loy,7.4,1.51,4.78,1.63,17.47,16.91,7,298,322.61,750988207.38,6,8.4,1.1,8.18,0.81,1.97,Bug'doy
Karta-173,0-20 sm,Qumoq,8.03,2.03,3.37,1.47,21.34,62.37,8,764,363.42,2362122617.25,9,10.34,1.1,10.34,,2.86,Makkajo'xori
NTTM-175,0-20 sm,Loy,5.5,2.07,0.7,,26.4,88.8,2,696,440.4,129050461.74,16,10.21,2.6,7.65,1.23,4.18,Makkajo'xori
NMNX-1289,0-20 sm,Loy,7.1,,4.86,1.52,30.83,29.47,3,234,379.58,255599086.58,8,13.15,1,8.83,,4.6,Bug'doy
NMNX-194,0-20 sm,Yengil qum,5.45,1.47,1.58,,27.65,90.91,2.5,390,462.35,1469640484.4,19.1,10.34,1.5,5.71,0.7,2.36,Makkajo'xori
NTXM-203,0-20 sm,Loy,5.18,0.61,2.88,1.49,22.27,39.07,2.2,232,353.49,367027946.47,18.5,8.48,2.1,6.43,0.84,2.77,Bug'doy
NMNX-195,0-20 sm,Qumoq,5.35,1.07,0.89,1.33,28.7,92.67,2.3,201,452.89,1526013403.63,17.9,9.96,1.8,7.69,0.55,1.64,Makkajo'xori
NTXM-204,0-30,Yengil qum,5.4,0.57,3.99,1.52,33.26,53.14,2,480,406.53,2387347214.44,19,8.28,1.7,8.11,0.62,2.93,Paxta
NMNT-196,0-20 sm,Loy,6.1,1.31,2.13,1.4,32.62,50.09,3,244,346.62,388569848.15,7,8.54,1.7,7.04,0.95,1.28,Bug'doy
NTTM-165,0-20 sm,Qumoq,7.7,0.45,1.25,1.25,21.65,94.91,1,473,401.69,147588867.97,4,9.37,1,8.39,0.5,3.53,Makkajo'xori
NMNX-14775,0-20 sm,Loy,7.1,1.45,3.81,1.46,34.12,27.67,10.24,184.51,345.13,1601933536.44,6.12,7.1,1.5,6.35,0.72,1.46,Bug'doy
NMNX-14896,0-20 sm,Loy,7.2,0.85,4.36,1.48,34.07,56.72,4,659,379.75,388569848.15,22,13.07,1.1,9.82,0.52,1.51,Bug'doy
NTXM-204,0-20 sm,Loy,5.7,1.57,3.47,1.47,32.16,35.51,2,389,316.97,805311103.9,9,9.44,2.1,8.06,0.65,2.56,Bug'doy
NMNX-196,0-30,Loy,5.2,1.27,4.79,1.56,20.43,29.95,2.1,144,297.53,344821795.47,15,6.06,1.4,,0.73,3.21,Bug'doy
NTXM-205,0-20 sm,Loy,5.25,1.97,1.68,1.27,37.24,61.25,3.4,280,426.1,873471654.07,18.6,9.11,1.7,9.41,1.22,0.92,Bug'doy
NMNT-197,0-20 sm,Qumoq,6,1.67,1.31,1.47,23.53,61.05,3,196,380.72,388569848.15,11,10.62,2.6,9.26,0.48,3.82,Makkajo'xori
NTTM-166,0-20 sm,Yengil qum,7.4,2.15,2.12,1.5,26.66,64.43,14.3,371.61,353,343179523.02,5.65,,1.4,7.92,0.49,3.88,Makkajo'xori
NMNX-14776,0-20 sm,Yengil qum,7.3,1.28,1.39,1.26,34.23,88.34,51,784,479.13,2351476935.35,9,10.14,1.7,8.22,1.05,0.6,Makkajo'xori
NMNX-14897,0-30,Yengil qum,5.8,1.87,0.61,1.31,18.66,96.55,3,350,432.63,68955333.98,10,10.13,1.4,7.34,1.04,2.07,Makkajo'xori
NTXM-205,0-20 sm,Loy,5.8,1.82,4.02,1.64,32.51,43.9,8,552,337.26,255992665.49,9,11.16,2.8,9.04,0.71,0.86,Bug'doy
NMNX-197,0-20 sm,Qumoq,6.9,1.49,0.59,1.31,20.31,91.63,4,456,439.41,1464376275.84,8,9.5,1,7.92,1.27,1.03,Makkajo'xori
NTXM-206,0-20 sm,Yengil qum,5.15,1.03,2.11,1.35,23.16,55.07,4.2,328,394.84,376565501.5,17,9.81,2.1,,0.66,4.17,Makkajo'xori
NMNT-198,0-20 sm,Qumoq,6.1,1.34,1.04,1.35,30.48,68.56,6,248,395.97,214397136.54,6,6.77,2.4,9.48,1.38,4.99,Makkajo'xori
NTTM-167,0-20 sm,Loy,5.31,1.45,4.43,1.63,39.79,34.04,2.4,118,354.3,1762004420.7,12.3,6.86,1.3,6.22,0.65,0.71,Bug'doy
NMNX-14777,0-20 sm,Loy,5.09,1.2,0.83,1.34,21.38,87.24,10.6,467,446.43,2357339475.62,17.3,9.88,1.5,7.2,0.61,0.89,Makkajo'xori
NMNX-14898,0-20 sm,Loy,7.1,0.52,4.65,1.47,35.06,44.22,21,349,365.84,2464770802.53,8,11.82,1.2,9.51,0.31,1.62,Bug'doy
NTXM-206,0-20 sm,Loy,5.8,0.77,3.98,1.26,33.44,45.79,5,310,318.76,654045047.45,7,7.82,1.7,8.55,0.71,0.59,Bug'doy
NMNX-198,0-20 sm,Loy,5.12,1.34,3.81,1.64,38.94,28.98,2.1,108,351.95,588238751.99,7.7,8.4,0.6,9.43,0.85,3.61,Bug'doy
NTXM-207,0-20 sm,Loy,6.1,1.36,3.44,1.43,38.47,73.01,1,259,415.27,1133075428.47,7,8.21,1.4,7.96,1.14,1.8,Makkajo'xori
NMNT-199,0-20 sm,Yengil qum,5.65,2.17,2.34,1.38,15.37,81.88,2.9,113,443.67,517677385.19,12.8,8.06,1.2,7.09,0.89,1.75,Makkajo'xori
NTTM-168,0-20 sm,Yengil qum,6,1.44,1.02,1.36,25.8,85.69,6.56,245.04,410.11,150707006.7,4.47,8.77,1.84,,1.33,2.68,Makkajo'xori
NMNX-14778,0-20 sm,Loy,6.77,1.55,2.13,1.52,18.37,55.29,4,744,387.56,2715992007.56,8,9.56,1.5,8.89,1.12,1.41,Makkajo'xori
NMNX-14899,0-20 sm,Loy,6.8,1.17,2.72,1.43,36.12,54.96,12,518,431.96,1483886756.24,5,12.06,1.1,6.39,1.19,4.89,Makkajo'xori
NTXM-207,0-20 sm,Loy,5.7,2.28,2.29,1.51,21.67,27.68,4,156,330.37,764075694.13,10,8.25,3.2,10.21,0.86,1.01,Bug'doy
NMNX-199,0-20 sm,Loy,6.1,0.72,4.23,1.48,28.02,24.7,2.84,225.54,345.89,86663214.61,8.76,9.02,1.55,9.72,0.78,1.97,Bug'doy
NTXM-208,0-20 sm,Yengil qum,5.4,1.01,1.03,1.24,16.88,89.17,1,147,446.15,1151380019.71,10,7.8,1,,0.9,3.37,Makkajo'xori
NMNT-200,0-20 sm,Loy,5.47,0.27,3.12,1.48,19.19,47.7,7,266,380.56,477721863.88,14,7.98,3.5,7.88,0.65,2.3,Bug'doy
NTTM-169,0-20 sm,Loy,5.55,1.51,4.26,1.59,23.61,24.57,2,277,317.58,1572476429.66,14,12.54,1.5,7.59,1.2,3.43,Bug'doy
NMNX-14779,0-20 sm,Loy,7.4,0.77,3.8,1.44,36.85,27.72,3,522,341.45,2489121196.12,5,9.79,1,6.24,1.02,0.75,Bug'doy
NMNX-14900,0-30,Yengil qum,6.8,0.56,4.02,1.55,17.38,46.31,5,474,377,1185658932.92,6,9.19,1.3,11.37,0.68,2.51,Paxta
NTXM-208,0-20 sm,Loy,6.1,1.32,2.55,1.37,23.17,22,2.2,189.51,306.9,196756901.63,7.61,9.31,2.21,7.3,1.08,3.83,Bug'doy
NMNX-200,0-20 sm,Yengil qum,7.7,1.46,1.4,1.47,15.49,77.26,2,330,,789224625.89,4,8.27,1.1,8.58,1.16,3.44,Makkajo'xori
NTXM-209,0-20 sm,Loy,5.7,1.21,4.54,1.58,35.96,30.87,6,283,279.9,388569848.15,7,6.79,1.3,5.51,0.85,2.27,Bug'doy
NMNT-201,0-20 sm,Loy,5.1,0.91,4.32,1.53,36.5,56.73,1,156,407.07,1923054107.75,10,6.39,1.1,,0.79,1.45,Bug'doy
NTTM-170,0-30,Yengil qum,6.61,,3.07,1.36,38.35,38.54,6.61,115.55,388.63,666664628.65,4.77,9.29,1.91,7.9,0.45,2.66,Paxta
NMNX-14780,0-20 sm,Yengil qum,7.02,0.52,2.84,1.25,15.55,77.35,2.06,204.41,410.25,451931876.2,5.18,7.2,1.22,8.03,1.06,1.9,Makkajo'xori
NMNX-14901,0-20 sm,Loy,6.8,1.32,2.77,1.38,30.35,65.62,204,1393,362.8,1781660113.5,14,9.58,5.9,7.1,0.62,2.94,Bug'doy
NTXM-209,0-20 sm,Qumoq,7.4,0.84,2.56,1.37,33.97,71.15,1,507,425.23,388569848.15,7,9.01,1.2,9.6,0.8,1.79,Makkajo'xori
NMNX-201,0-20 sm,Loy,7.3,0.65,2.29,1.4,15.94,61.45,2.87,291.04,378.09,1950252777.81,4.64,12.03,1.17,9.53,1.03,3.23,Makkajo'xori
NTXM-210,0-20 sm,Loy,8,1.32,3.78,1.58,16.03,18.45,7,468,318.27,241763753.66,6,10.69,1.5,8.94,0.77,4.87,Bug'doy
NMNT-202,0-20 sm,Qumoq,5.3,1.65,1.26,1.41,39.93,88.52,4,273,427.76,61661587.23,11,11.93,1,8.32,0.86,4.32,Makkajo'xori
NTTM-171,0-20 sm,Loy,6.1,1.23,3.89,1.39,25.73,66.03,2.38,196.47,394.34,1585309618.51,3.71,8.62,1.7,6.22,1.11,0.88,Bug'doy
NMNX-14781,0-20 sm,Loy,5.8,0.33,2.34,1.58,31.39,39.94,6,465,370.7,529253089.22,8,7.46,2.5,,0.93,4.05,Bug'doy
NMNX-14902,0-20 sm,Qumoq,7.4,1.49,0.96,1.42,30.26,75.14,6,307,382.66,388569848.15,9,,1.4,8.74,0.39,2.67,Makkajo'xori
NTXM-210,0-20 sm,Qumoq,7.1,1.22,0.81,1.34,39.8,73.03,8,480,412.21,1422414784.77,7,7.69,1.3,8.81,0.85,3.86,Makkajo'xori
TSPD-2059,0-20 sm,Loy,5.5,2.19,4.26,1.55,15.61,58,8,232,368.89,1861167187.93,6,7.59,1.7,7.27,0.91,3.88,Bug'doy
Karta-170,0-20 sm,Loy,5.2,2.66,2.33,1.42,15.08,74.02,4,145,400.81,139605651.58,12,9.43,1.2,8.51,1.05,2.53,Makkajo'xori
NTTM-172,0-30,Qumoq,5.52,1.18,3.75,1.51,15.77,49.85,3,154,390.6,1190206315.49,10,9.32,0.6,6.05,0.82,4.34,Paxta
NMNX-15023,0-20 sm,Yengil qum,5.8,1.86,2.59,1.37,24.63,74.68,1,304,417.98,1739423591.53,8,7.6,1.1,7.43,,3.17,Makkajo'xori
NMNX-15144,0-20 sm,Loy,6.1,2.2,2.88,1.45,29.58,51.63,2,337,356.39,2370826001.38,9,,1.2,9.37,1.11,1.96,Bug'doy
NTXM-211,0-20 sm,Yengil qum,5.5,1.92,1.29,1.31,25.59,87.9,8,232,411.05,439512678.07,18,8.39,1.3,,1.09,4.16,Makkajo'xori
TSPD-2060,0-20 sm,Loy,6.9,0.46,4.44,1.41,37.64,45.92,4,425,344.64,885047211.31,9,11.31,1.6,7.4,0.78,4.12,Bug'doy
Karta-171,0-20 sm,Loy,7.6,0.58,2.85,1.55,17.64,36.69,2.85,185.26,319.15,2159443026.04,4.09,9.27,1.52,9.27,0.75,3.62,Bug'doy
NTTM-173,0-20 sm,Qumoq,7.1,1.77,3.41,1.28,31.32,70.49,63,690,436.34,876814788.28,8,,2.7,7.88,0.96,1.2,Makkajo'xori
NMNX-15265,0-20 sm,Qumoq,6,0.44,1.67,1.45,24.99,58.42,3,171,366.59,2953881385.69,6,12.97,1.5,7.79,0.66,3.22,Makkajo'xori
NMNX-15386,0-20 sm,Qumoq,4.9,1.43,0.73,1.25,20.58,81.6,2,199,467.86,969580368.3,19,8.64,1.1,6.35,1.07,4.25,Makkajo'xori
NTXM-212,0-20 sm,Yengil qum,6.4,0.68,2.75,1.32,28.44,81.56,2,272,427.42,388569848.15,8,10.4,2.4,6.23,0.33,2.46,Makkajo'xori
TSPD-2061,0-20 sm,Loy,5.2,1.72,3.84,1.6,25.56,25.26,2,288,359.94,778640245.48,15,5.71,1.7,8.68,0.91,3.92,Bug'doy
Karta-172,0-20 sm,Qumoq,5.8,1.77,1.01,1.25,29.6,61.6,3,220,392.76,294388512.26,5,8.94,1.1,6.98,0.78,4.21,Makkajo'xori
NTTM-174,0-20 sm,Loy,5.6,0.21,0.98,1.3,33.39,62.8,2,212,356.67,186349043.73,10,12.27,1.4,9.98,1.39,0.81,Bug'doy
NMNX-15507,0-20 sm,Qumoq,5.3,1.61,2.04,1.51,15.58,77.61,3,451,423.32,2584845828.64,11,6.88,1.7,7.78,0.94,0.6,Makkajo'xori
NMNX-15628,0-20 sm,Loy,5.4,2.06,4.62,1.51,18.07,36.23,3,277,313.5,388569848.15,12,9.53,1.5,7.93,0.95,0.77,Bug'doy
NTXM-213,0-30,Yengil qum,5.2,0.68,3.45,1.35,23.01,29.22,3,208,396.22,1514510242.24,29,7.86,1,9.67,1.44,3.5,Paxta
TSPD-2062,0-20 sm,Loy,5.65,0.84,2.57,1.54,29.67,46.61,1,114,366.14,388569848.15,18,5.41,0.9,6.1,1.16,4.37,Bug'doy
Karta-173,0-20 sm,Qumoq,5.8,1.95,1.73,1.35,17.67,53.65,3,326,406.86,388569848.15,12,10.33,1.8,8.98,0.82,1.16,Makkajo'xori
NTTM-175,0-20 sm,Loy,6.9,0.74,4.99,1.64,26.15,17.8,3,160,300.75,388569848.15,6,8.96,1.4,6.43,0.48,3.54,Bug'doy
NMNX-15749,0-20 sm,Loy,6.9,1.49,2.89,1.44,21.3,64.01,10,395,388.13,388569848.15,12,9.28,2,8.58,1.04,4.87,Bug'doy
NMNX-15870,0-20 sm,Yengil qum,5.5,1.81,4.17,,29.01,77.63,3,206,413.16,2020147640.39,6,11.11,2.6,,1.04,1.65,Makkajo'xori
NTXM-214,0-20 sm,Yengil qum,5.5,1.26,3.1,1.54,17.58,78.38,1,198,413.83,1972220256.93,13,9.11,1.1,10.28,0.78,2.48,Makkajo'xori
TSPD-2063,0-20 sm,Loy,5,1.43,4.53,1.59,35.31,14.88,1,207,295.64,2545097428.39,16,10.08,0.7,8.01,0.99,3.47,Bug'doy
Karta-174,0-20 sm,Loy,5.8,1.2,4.25,1.41,38.82,27.97,5.04,357.08,283.26,2168723530.74,9.13,13.17,2.07,8.16,0.68,0.89,Bug'doy
NTTM-176,0-20 sm,Loy,4.8,1.89,0.87,1.48,38.02,24.85,2,253,317.65,1064600948.52,20,,2.2,6.78,0.62,3.45,Bug'doy
NMNX-1290,0-20 sm,Yengil qum,5.49,1.82,2.78,1.43,27.14,63.54,4,305,405.18,213446644.04,14,8.55,2.5,8.76,1.06,1.28,Makkajo'xori
NMNX-195,0-20 sm,Loy,5.52,,2.11,1.36,37.39,42.35,7,392,334.56,1179385818.06,15,9.38,4,8.6,0.84,3.77,Bug'doy
NTXM-204,0-20 sm,Loy,5.48,1.7,3.59,1.38,37.89,32.59,5,274,358.49,98995246.67,18,9.69,1.7,9.1,0.71,3.43,Bug'doy
NMNX-196,0-20 sm,Loy,6.15,1.07,3.91,,37.39,90.46,20.81,683.5,457.24,2324898583.4,11.28,6.31,1.86,,1,1.09,Makkajo'xori
NTXM-205,0-20 sm,Loy,6.9,1.17,1.19,1.54,38.45,39.42,3,268,346.38,1134789055.96,8,6.85,1.9,7.12,1.32,0.64,Bug'doy
