Sample,Layer (sm),Mechanical composition,CF (%),Soil Density (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Humus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Crop
,0-20,Clay,25.671298567557,1.2021829133766,6.205,0.881,63.10934643734,58.141211955294,151.6438644667,1.6425390802972,155.18587527501,13.6120225147,36.443021114013,135.85710677925,0.9802727470932,157.13314521017,16.850808953159,Bean
,40-60,Clay,22.696204291782,1.5283914071523,5.699,0.539,20.163615481813,12.678221974253,104.75999222205,1.2584286485794,91.031919888057,8.5974967433166,32.605679271139,107.06347478636,0.70184388468552,63.334838762726,6.9041360595023,Bean
,40-60,Clay,24.89016092816,1.4674179681648,6.553,1.477,12.199613929749,10.441373598071,125.4572719733,0.61501689469384,127.61018136762,14.894705718439,53.301121577125,105.28304376419,0.97749239547429,138.58128636647,12.801727721955,Bean
,20-40,Loamy,24.752685771561,1.3547430746575,6.145,0.494,135.38221409591,65.670847080681,162.49466310365,1.627244267713,136.75255316809,22.972587655301,15.604292279411,129.98626118366,0.66109811183346,104.31282458518,7.3475689316135,Corn
,20-40,Silt,24.004722223194,1.5568002763592,6.066,1.323,110.69042832031,34.212774701111,208.01913813914,2.3263250636054,82.9587169,19.614470379966,40.381656777484,34.019486337187,0.25295429927675,83.730831773583,12.324082627093,Corn
,0-20,Loamy,27.813783852588,1.2491209581232,6.025,0.622,190.05161771472,88.916930866889,209.24661448431,3.1070638201445,187.29890583779,36.252790677004,47.056992278524,96.32476528636,0.94357184426938,108.31629242607,13.242782411835,Potato
,0-20,Loamy,31.395182133777,1.2907414994413,6.568,1.072,25.640182749832,19.634731007482,144.6266745928,1.2778526368815,174.36788507351,14.655974197776,37.610529229473,85.271524281447,0.83467952817577,199.55593475227,18.691600333131,Cotton
,20-40,Clay,29.156975200421,1.3843673638031,6.178,0.828,15.298926248258,13.134068508928,109.69695657563,1.0330347559066,229.45704624606,10.499909137444,37.299439800856,218.20064894454,1.5802111787639,199.57925434303,11.071310005254,Bean
,0-20,Clay,31.433587332843,1.2790766238372,6.479,0.864,26.751284272639,17.742119246079,184.33022453951,1.3796812854754,283.73170677422,16.233207303677,69.417279859829,103.33190286072,0.90734157248789,191.72662948942,23.732602335375,Bean
,20-40,Loamy,19.4,1.4779068559811,6.113,1.352,12.464441896414,9.473448057013,81.39232528999,,108.14516870922,6.1801625239354,26.821755600426,86.344352974846,0.30633325604377,91.033499851435,9.3392767462074,Cotton
,0-20,Clay,24.250408665201,1.1452178993729,6.211,3.2,97.033462696329,60.113900647384,132.91337101786,1.2845616550875,185.02056322686,12.808123939918,48.492898114104,143.7730912031,0.95750061692836,196.76963024539,19.163781464546,Bean
,40-60,Loamy,22.767091500968,1.3581795776265,6.737,0.808,136.5943533626,67.468052144921,211.47457994424,1.9527702463159,146.23021914759,26.905261645513,18.934112736921,133.04700280508,0.53010579528397,158.75628365436,8.6400819430537,Potato
,40-60,Clay,24.726734187166,1.4558327064582,5.876,3.199,113.16928479287,77.164586962679,208.83506571196,1.9358296842784,107.33326590216,16.275424215545,23.306348729784,76.105463010047,1.5376580926777,213.7843734582,16.843894559575,Bean
,20-40,Loamy,26.666405091141,1.2673890836597,6.194,0.42,107.93029653956,64.760075875084,214.6643419694,2.287771208325,129.00328974922,34.816712239768,54.321375203812,108.56838373861,0.89003809324784,176.45287771236,15.652744509814,Corn
,20-40,Loamy,21.679747340655,1.368540826647,6.56,1.506,97.292736027261,65.927441625001,142.03155905763,1.8865377074917,69.567419881008,16.963758756711,23.91469081479,139.46004785741,0.22821261712952,105.88169142126,5.2337865897285,Potato
,40-60,Clay,26.885120665209,1.4117012448899,6.381,1.205,11.404112507707,14.749975961291,129.63812344106,0.75293724771924,201.49439122199,11.806724648067,38.646879754649,71.603016700112,0.4094843934676,168.14042904545,19.22636507634,Bean
,20-40,Clay,18.121667945799,1.5415316780136,5.83,1.032,42.266228923418,37.794860793054,103.15859305687,0.88778248836908,116.164162397,10.589037245847,19.284277917734,18.347809564993,0.63259100537044,95.9907030274,6.7364292302729,Bean
,20-40,Clay,23.319207194595,1.4036592217559,6.113,0.689,22.328173941118,19.542336560505,,0.90636250134115,166.88145002072,11.41189010349,22.122485211862,112.47222494652,0.85128020097609,177.94593877909,15.475587082833,Bean
,0-20,Loamy,28.762942571313,1.1236057859038,6.248,0.469,130.74983940938,78.246441614645,182.41430178836,1.6807896661886,156.60276939249,29.187289301518,45.915570993825,92.289957680806,0.70581383764546,98.843965187815,12.105975160822,Pepper
,40-60,Silt,28.428686131017,1.4581990669469,6.054,0.429,99.79163774669,62.733450992791,206.53309841512,2.4051719786047,127.73421589201,26.711594932011,41.136837152595,115.92561822334,0.83058620626421,208.98083829464,9.457987468956,Corn
,20-40,Gill,22.021184103051,1.555896332851,6.129,1.32,13.374899610291,5.0716368969252,62.596696233663,0.51627780586045,122.6059465672,7.1767652471962,,166.28434566377,1.2825486816506,100.61130645995,11.2165414798,Wheat
,20-40,Loamy,26.845398860714,1.3807404840934,6.476,0.615,109.88408762104,85.643981029012,227.40547348523,2.3983887768011,173.49882276571,22.89567516989,35.86629024278,74.304714917353,1.2606903044646,158.05841852267,8.6869374705601,Corn
,0-20,Loamy,33.670881554343,1.2589108966595,6.306,3.089,26.890951925032,23.531198652843,149.32262215862,1.5738425407593,152.63391651813,15.730918089889,46.247893894549,138.01954643059,0.71438542853941,175.50322762898,12.241629011157,Cotton
,20-40,Clay,32.667753262257,1.3416708244311,5.871,1.715,18.943462116434,17.593948198204,108.05490860445,0.93412962528985,154.30911147792,17.716594706173,22.626156494871,79.90060251388,0.54088857322872,111.71826320469,6.0823988783194,Bean
,40-60,Loamy,22.479472760609,1.360652124226,6.587,2.079,99.390507644158,65.214140226835,171.76958133046,1.1298299852126,121.54607436375,14.436999417793,32.902363675523,82.728843025466,0.59386535743489,75.671529474564,5.6048770545995,Pepper
,40-60,Clay,24.352697989775,1.4504051160576,6.068,3.2,103.934019385,79.480320398702,133.36441166089,2.5171309796797,112.46284170956,15.410008222832,30.250521821985,45.212412792916,0.74648459082688,65.925304806863,7.8406795061249,Bean
,40-60,Clay,27.637817855713,1.4102974412053,6.065,0.674,92.499980848413,66.928762264614,257.14122651977,2.0244760161268,140.07343347068,17.89869354368,36.374528515969,65.247146202499,0.73688316798219,210.31508763973,12.773409422603,Bean
,40-60,Clay,24.203288180834,1.4186671520397,6.206,0.512,15.139759531939,12.311878238816,134.44235787944,0.63058081574671,160.03582168445,15.042021981523,25.213471416937,152.94001817405,0.81913321364366,177.84228191624,15.696499785377,Bean
,0-20,Gill,29.863314643255,1.2338855851718,5.756,0.375,154.53760579957,60.894249948525,286.12902461846,2.4588280007422,134.13213409322,33.649846285806,63.123928425412,146.06080441253,0.82853522666553,204.57423621884,24.882118310465,Corn
,20-40,Gill,30.466373452294,1.4929364530074,6.8543,2.212,21.722529633298,16.826561673955,121.96254713739,0.82768288372293,156.86572103094,14.223089850975,31.777669315495,61.482387785245,0.71597449481759,146.11325681636,11.299439154523,Cotton
,20-40,Clay,24.816561013856,1.4838744283183,6.211,0.556,14.718158296571,15.45217307309,107.57628629227,1.1599193186736,87.856522869424,12.652410477313,32.926476740515,71.818379178944,0.65945818308523,42.425769093182,12.383518237974,Bean
,40-60,Gill,25.294485423146,1.416363648656,6.634,0.916,14.379230750467,17.959351534085,106.49773423659,1.0733245695827,100.5175567638,12.831214626706,31.320958673279,64.22727996885,0.65253427455388,141.49047244663,8.5813207823892,Cotton
,20-40,Clay,21.302236561609,1.5124674508927,6.029,2.978,58.14687078459,33.610791781969,64.039470595571,1.262324099912,101.06617920033,12.468115324211,18.253790998555,33.392395609189,0.6873894116727,97.316476106024,8.2427923613049,Bean
,20-40,Loamy,17.038213271849,1.4517154471335,6.002,0.461,107.14762758731,22.92928905829,129.05585307658,0.87973800047362,42.097057020044,19.350615760433,2.9548174324648,10.533826859944,0.5241194921748,12.835811866773,1.9663724554557,Carrot
,20-40,Clay,20.666936682506,1.277558545002,6.434,0.56,140.87096269442,40.241009899991,120.45138155174,0.99710383335982,80.844530596634,15.373038508268,3.2639006129315,10.47637001703,0.51940452605609,16.654068754142,2.508477849031,Bean
,20-40,Gill,21.215694045869,1.3965066410934,6.564,1.361,83.621934978361,23.086387568251,93.910906628003,2.1231643655057,113.65450457834,15.837770661178,26.161568183808,46.292279006487,0.81825682142316,75.561737682649,6.0348161917555,Potato
,20-40,Clay,31.569880601187,1.3619500498077,6.019,0.744,20.540847089458,19.882803580297,121.08443289436,1.0322390236408,103.66005758458,16.968958286422,21.72959236126,56.813116233915,0.85010929538165,148.75486496722,16.592568498917,Bean
,0-20,Clay,34.146895744351,1.3736054604454,6.14,0.994,27.642345118477,19.077562330248,111.2753138339,1.002309745978,181.47601190516,13.534805347902,49.118027282711,118.81543284896,0.6524896995303,162.59787745454,13.7196154718,Bean
,40-60,Sand,22.520875722633,1.3851206521732,5.986,0.452,112.61523294216,72.946642052706,177.71724302552,2.1343150774949,133.9571887193,,27.136219353366,73.283073461124,0.58111447015046,142.38083935451,15.216179789357,Potato
,40-60,Loamy,20.607569240708,1.229136582263,6.427,0.568,138.16813629102,24.655337667757,100.07425414808,0.8511967421753,52.422628986128,22.647749329387,1.5425216828221,12.256306303814,0.46231148804273,15.914393210659,1.9555891132412,Carrot
,0-20,Silt,24.281156888083,1.1446161963324,6.206,0.399,196.16492181192,36.019239998678,153.50892305885,1.2659799051142,76.296706743759,25.588785916585,2.8651232398996,17.114432512149,0.91528213761218,22.891887931706,1.7832320790431,Carrot
,20-40,Loamy,27.849774830486,1.3804982209624,6.8543,0.606,101.27456154375,50.308362494359,178.22154914977,3.180000676291,177.68443665967,24.67517029074,26.646927986345,100.10623467089,0.81755519035124,131.84896420779,13.346157388443,Potato
,0-20,Clay,25.253444242323,1.2740328612169,6.356,0.73,129.71664639323,74.483093489462,201.60798650243,1.3678651127252,174.62188084497,17.561563008517,27.568543897636,94.638179689612,0.9142038640048,97.185499986049,10.033370301914,Bean
,20-40,Loamy,27.082436677294,1.3126856423446,6.255,0.403,25.287362375554,16.515699258242,121.17667356225,1.5886061088987,123.5311775396,16.501275506675,43.344924418524,61.260177255483,0.84408697740195,147.78362368826,7.2805224808561,Cotton
,40-60,Sand,29.865244141286,1.4679346191144,6.157,0.41,17.088945723861,16.793823287978,100.8204863392,0.95082024879938,117.41591693007,10.990730282498,24.628536748269,36.228947661794,0.67489055560791,155.2682791756,13.737365596672,Cotton
,20-40,Clay,27.743950006692,1.3291717712323,6.082,0.861,68.459083796122,61.700459556662,140.96422559483,1.3529274520024,163.48271674758,13.542516898584,36.543449635639,72.684192686217,0.66385491477084,80.338721758373,14.373203270546,Bean
,0-20,Loamy,25.637896082062,1.2317507548509,6.509,0.404,176.79738707037,87.09258671384,219.29362266316,3.5854354772458,165.91422322208,26.400102590778,31.939208095399,,0.88936784435829,134.05597411117,18.11830621413,Potato
,40-60,Clay,21.349176478144,1.3751391053158,5.953,0.9,118.14704357635,49.060605754373,178.03755735267,1.1039718648544,101.57864425257,23.979747564982,39.964393492544,82.682046789983,0.71489660188188,80.550798853234,7.2217131291201,Bean
,20-40,Clay,26.302393826476,1.2506560509881,6.391,0.48,72.447414410876,51.411513879863,118.02399015099,1.1213153080979,174.30827656006,12.74577162805,26.312923419084,126.3066196158,0.59856802042462,161.96975949625,15.724081259478,Bean
,20-40,Gill,24.710185267992,1.3266536836346,6.56,1.941,171.52267990949,70.788421112409,217.96964247293,2.3329440685128,159.20079978106,24.48376280034,37.461779948102,90.133155003495,1.0869588542948,152.95996172828,15.293254265521,Potato
,20-40,Loamy,23.012295881189,1.3235759698564,5.989,0.825,109.49335857017,67.353569067336,229.29845867812,1.8197316740133,121.13657964641,24.79869126577,22.999985625905,97.011346408458,0.23854585295827,72.551872865347,4.0910751388244,Corn
,40-60,Gill,28.057647540488,1.3185132626042,6.237,0.439,99.858033925794,49.505389743463,190.40397922181,2.4200617771013,127.38777609859,19.766809644043,44.844291838841,44.220690031273,1.0384095028099,95.169908892744,10.234752078146,Corn
,20-40,Clay,21.908789548883,1.5743773719226,6.314,1.024,12.592287708056,9.5359537262376,101.06762219893,0.66941106248112,70.83664335395,10.527015105745,31.334371058145,52.944442452218,0.54304476067387,128.62389439329,5.3987444422803,Bean
,40-60,Clay,26.323535124589,1.4047348119598,5.7,0.911,12.188127720412,5.3694933200644,114.01126731716,0.66298296476413,217.76745384588,15.784847830319,48.858938400864,136.59767362954,0.85662266841233,180.53330193425,16.420066730769,Bean
,20-40,Sand,21.37757868515,1.2986812171503,6.65,2.327,141.40850313377,37.612186017513,127.19507387983,0.99955761443163,54.179510666974,23.95210175592,2.412044849281,17.138841990086,0.84443408858676,21.697527481419,1.4133375037291,Carrot
,20-40,Clay,29.934788166752,1.3305561105688,6.31,0.284,20.747912203786,16.210880240523,117.70451434925,0.91949890235182,176.86092087103,17.151298753017,34.124768844017,125.53411511095,0.84726280112359,168.07829609695,11.2941583549,Bean
,0-20,Loamy,33.744270394701,1.2420787938036,6.053,0.586,24.025804706945,22.421421239126,131.9604691617,1.1780976878897,148.91274576654,15.928749489731,31.450593855979,140.27550231406,0.99361044860074,185.14075663655,11.482139929591,Cotton
,40-60,Clay,25.063419687169,1.3979442002555,6.228,0.364,75.188155145355,50.686500297669,120.58622740428,1.0638497712423,97.733793492668,13.659977726244,22.446502546029,56.219574574867,0.73202648890637,83.7792062025,5.1411717800892,Bean
,40-60,Clay,29.673159081952,1.4651265093794,5.977,0.656,16.081012243805,12.079637198877,116.67517830126,1.0677963683628,150.37537843772,11.801460702448,34.827401887343,39.540860864926,0.65041498124884,71.600935413124,9.0088053054691,Bean
,0-20,Loamy,28.632718210127,1.2505664195076,5.7,0.901,168.75109142489,82.327219257035,182.35898708956,3.7863415821732,146.44877033123,29.226398237899,43.725208462337,147.68365890346,1.1967647279391,104.46410057118,10.462321992193,Potato
,40-60,Clay,25.52573050907,1.4595608446236,6.121,0.533,50.717209028216,54.885958308377,117.48295096983,0.85999383876189,140.16815133144,9.0811737978215,24.73476930497,38.391771552076,0.53634675033355,132.82794959101,7.1837515516219,Bean
,20-40,Loamy,21.029156297587,1.1535942289148,5.837,0.425,176.09461437269,24.13304806054,166.89922997094,1.0476362851586,68.445687299641,17.928315954906,3.8251783162946,17.74936232729,0.63323862926556,19.570020389016,2.6803566610369,Carrot
,20-40,Gill,21.082121337917,1.3123715292797,6.418,0.563,97.621776315264,58.952724901134,123.02026422751,0.64718800660698,121.04621488451,18.90121533902,30.464486430132,83.72241221008,0.4907165815063,44.897168047803,2.2121025742526,Pepper
,40-60,Gill,25.525890263107,1.4627958565504,6.366,0.98,13.831445973479,13.072634224542,100.36600360967,0.98745210475827,215.57050905066,10.404176487315,48.506857315468,236.28211237317,1.5815683124369,104.40393573566,19.132180950214,Wheat
,40-60,Gill,29.251419079612,1.3206503389423,6.262,0.564,142.73140792692,58.873615289068,214.53064756369,2.0137285880217,104.19729456332,21.446897097223,41.331041290113,119.55102491725,0.80175742122646,137.05651552018,18.495288696155,Corn
,20-40,Loamy,16.049015016477,1.4931573409415,5.857,0.472,112.53556497954,,72.160377265552,0.61748713744568,66.225155205696,9.1279062088984,1.9867408595945,11.003367060841,0.69469212096649,10.564612570232,1.5770333004283,Carrot
,20-40,Silt,22.447169242328,1.1933083950642,5.927,0.393,146.63796880159,44.27182076786,158.43830613936,1.1470538612082,54.682671598924,13.574243366385,3.1266389725628,15.107893556724,0.8702389674574,21.579392034554,2.0323057401769,Carrot
,0-20,Sand,29.129705777617,1.1410227897201,6.475,0.564,129.31029717858,74.364690594568,255.59132484562,3.0660714321679,139.48233288909,29.484981939004,40.465055471163,189.97348437426,1.3816501307932,100.10973458845,9.5129039124322,Potato
,20-40,Clay,19.766503173388,1.5229640505827,6.218,2.433,112.33165556077,31.10779955546,123.33792973201,1.2169611285746,91.986969010406,19.080935377639,26.44785859701,59.681395412765,0.69838118584757,78.043035181404,4.783006560647,Bean
,0-20,Loamy,26.158878706747,1.2785073758133,6.089,1.293,22.325341042757,22.656550097936,145.14592563342,1.6105203266971,174.2524228783,17.405564836137,36.685007249613,132.01857239286,0.9027262366707,177.97842272034,9.1324132598608,Cotton
,20-40,Sand,29.122752073202,1.2414837796638,6.431,0.532,143.49030102042,51.249323710351,275.5655868009,2.7763680010676,170.92781148577,27.17371643078,48.659687927329,75.382168639578,1.0705986182152,175.30751508472,15.920949512476,Corn
,0-20,Clay,29.530820325455,1.2485267334703,5.824,0.719,65.505671074826,47.050451922433,195.68907886004,1.2953558826574,126.16450726336,13.038544756382,25.422030150755,,0.81860683828724,176.62967886615,18.479764130026,Bean
,40-60,Sand,26.991166881322,1.4850965973834,5.905,1.503,12.036862998339,12.19621364795,98.550532095183,0.89314083108393,126.75183933705,12.917159272738,26.999163164975,64.629533764706,0.40052237343289,102.77057072034,18.996387636228,Wheat
,0-20,Loamy,27.537706231623,1.1899129816565,6.163,0.944,154.79670216105,51.87436214286,245.61191089664,3.1588605303455,122.03570653302,30.321962932534,45.434254887296,147.51733263925,1.2596792480494,163.18578118022,16.974035440794,Potato
,20-40,Sand,23.6443707138,1.2967323109883,6.554,0.939,73.445589926274,62.112377658859,143.25699820704,1.034019119428,110.81330526802,17.362244192678,30.329209924904,93.324220677114,0.51064116165742,178.33747588477,14.061553743205,Bean
,0-20,Loamy,26.405902602848,1.1144994713291,6.612,1.316,179.20274590856,28.444841682281,142.3102961594,1.0653350923689,71.546939919918,27.364247651445,2.9630357426752,13.99590917326,0.83295033508792,21.823151921108,1.9172682755591,Carrot
,0-20,Clay,28.24862895685,1.1846608734789,6.154,0.837,118.52716011387,97.047089418764,200.05016657247,1.9478184638606,128.92314510496,21.122651576832,32.265347612801,127.68293121176,0.65863520091923,143.05993866643,13.666762994442,Bean
,20-40,Loamy,22.972162159036,1.4893819983838,6.064,0.996,87.702504864397,65.329274959405,177.71917859924,0.74300770858325,129.07063940499,14.317518758326,31.82736592209,53.704718768076,0.49172075553568,52.377432266431,7.1283636581091,Pepper
,40-60,Clay,22.136851814292,1.4753845227345,6.086,0.811,20.886139385158,18.038332457941,128.36188513325,1.1061933031703,128.74493633724,13.842784675794,24.24263960054,35.491150759575,,109.88547592602,8.9602879126865,Bean
,20-40,Clay,26.925070929081,1.3613144330762,6.656,0.595,119.30465344496,67.700224903508,168.48205470222,1.1888183840542,174.08914530502,17.022975430062,24.061207939106,63.243342410221,0.80778612629509,111.61853057039,6.6448065865606,Bean
,20-40,Clay,27.821586274659,1.4052191135913,5.795,1.578,10.30934565277,14.820057393571,116.45628104228,0.9106005243631,117.37373924763,11.642604249027,25.83545565606,34.88100894763,0.53817821402834,50.245287960203,4.3087583822815,Bean
,0-20,Clay,25.161708546669,1.0015749182648,6.269,0.667,160.48787314715,36.579352371238,129.1311662057,1.1282018870846,94.283867226187,29.322950911453,3.7670304211722,16.568950651726,0.68061901549284,22.0052913879,2.0677397742014,Bean
,0-20,Clay,30.730334065275,1.2683686081723,5.87,0.356,24.840962439989,17.725724592363,186.44943674071,1.2009477213273,191.7565193951,16.732121844453,51.177980339122,300.73304487522,1.2978574208169,196.72894322587,12.878319887084,Bean
,20-40,Clay,23.376373546347,1.3212124292945,6.435,0.545,63.168192532091,66.224594310845,207.86290477099,2.3694401155884,73.709388465793,22.357643025843,37.064791426926,111.21859869897,0.45032208290678,126.54969672852,9.2353965516905,Bean
,40-60,Clay,23.28347616574,1.5486482382202,5.815,1.855,19.967317994861,12.145951833882,125.10469733383,0.88470383515012,93.495572321252,9.7245332506958,32.65421459794,104.28792860273,0.4639966991941,139.7061057404,11.973465660176,Bean
,0-20,Loamy,28.077890905194,1.1056411330065,6.298,0.516,148.21729375749,57.757857283967,210.03312058763,3.1094044989492,168.89759520948,37.241003196837,39.80231499102,195.36119742464,1.0942375197556,195.04180591547,11.262998727332,Potato
,0-20,Clay,28.902094014536,1.2583066433929,5.958,1.23521,28.718497861083,21.968646394016,170.66526270954,1.1608317271086,236.75261735242,17.065872628375,76.511673687584,267.56159340872,1.5558806213963,246.76682971889,15.646255698891,Bean
,20-40,Silt,23.916539539981,1.5322462806494,6.039,0.88,57.432307502525,54.770069153027,61.787242071633,0.80123843909958,99.943876592249,12.008367844369,24.023504233526,35.900390726066,0.33332821356303,67.172234301194,9.2490782696519,Bean
,20-40,Gill,25.439430019118,1.372258558991,6.037,0.889,89.312717891932,54.755495281747,113.56241760357,1.4683108830338,144.751650944,15.435253471764,23.952079792201,104.88094252258,0.5766081631994,87.975001063283,11.726489322464,Bean
,20-40,Loamy,21.742434431197,1.433892633365,6.8543,0.54,125.20380671115,25.390968253352,67.930781392751,0.6659910309798,44.858944003875,13.89491736176,1.2886892050189,13.335008388744,0.43646305552815,9.2508216645595,1.0930105899779,Carrot
,20-40,Gill,24.274936787703,1.1573980889705,6.138,0.548,170.05809242009,29.506181080726,116.9485299425,0.75910251714536,89.287677775147,18.556028460649,3.654922199282,11.868220338084,0.77812092414653,16.027456710838,1.3780650470077,Carrot
,20-40,Clay,24.043349915694,1.4494917735531,6.788,0.428,20.420692407887,17.207604958025,118.1904642047,0.85658742393461,123.45705747884,10.582439749688,27.800084338471,126.78458006005,0.83627388587762,143.15355053688,11.084845182738,Bean
,40-60,Clay,25.761222767228,1.4399678563554,5.96,0.913,10.588743952542,10.702286929564,97.022613608639,0.9236383107547,170.9878605601,13.742286208609,38.997625582624,130.71978056667,1.3361078960591,185.27726160165,9.0082107565872,Bean
,20-40,Silt,22.334344377247,1.4014575917058,6.039,1.23521,94.697195608679,62.331763042952,183.70744444041,1.1666775885689,107.01219266002,7.6943982148479,12.531462923509,39.933779897143,0.66500976463399,58.956257356763,6.5448669893928,Pepper
,0-20,Loamy,24.352081697592,1.1790953871029,5.803,0.348,161.51273506314,48.606416754273,179.90927233836,1.4417514749498,84.277847126503,26.673944429099,2.929237419484,19.753242637497,0.87217796384981,20.898294727375,1.7428656938142,Carrot
,40-60,Clay,20.381079116318,1.4985897269526,5.959,1.32,49.009065005987,56.379668062753,137.36998402589,1.2717940805252,156.43931914407,15.034415069792,25.138105577233,34.877124618401,0.74782356318101,77.603135659539,9.846886575285,Bean
,20-40,Clay,26.44222246739,1.3479959339301,6.437,0.482,83.051939586958,64.213873963924,145.89917661046,1.6280018441236,125.05476212116,17.351548052507,31.123513671501,118.81415478895,0.63036891028529,162.85715718898,7.5052386308427,Bean
,20-40,Loamy,22.685971741755,1.4687041092677,6.342,0.709,68.873927440611,32.425595962601,237.93320292041,1.9414180766521,134.8106084824,18.562153471319,18.151862902073,36.373357565078,0.40429411856695,162.23930114516,8.6165581633736,Corn
,0-20,Clay,19.4,1.2788349764385,6.22,1.386,28.071557361751,18.36290652826,144.3416665914,1.4162085109291,134.2075217841,16.191591536531,31.310524856797,133.54653325617,0.91486008492244,125.68146622205,8.6668697872323,Bean
,0-20,Clay,30.954943263156,1.1736027174141,5.746,1.23521,144.09030647975,68.800376224141,282.24959597997,2.5405323971306,195.11513907273,31.255943719825,42.161224456624,87.444208797261,1.7616967052823,226.85561019648,12.756310535463,Bean
,40-60,Sand,24.822337716975,1.4466041922579,5.935,0.747,18.738900467383,18.490220827496,105.32829031385,0.79693397067438,122.39163866382,9.9733139659506,16.74303945182,57.301880264282,0.5131670457007,113.95459388234,6.3154232227555,Cotton
,20-40,Clay,23.21134950142,1.3662012417315,6.012,0.845,83.553538963901,55.232268177083,171.66834547445,1.7190815187124,153.58696672838,12.860748527002,38.056928565519,98.278865129216,0.55767620454051,99.941843655185,8.5502116655458,Bean
,20-40,Loamy,20.226757799453,1.3383329554568,6.225,0.971,45.985782808583,36.122342542445,85.07288378987,0.91225373882856,91.945575682172,11.998242701817,25.411613159291,10.542608569703,0.5511035363432,49.145740866291,2.8345893932663,Bean
,20-40,Loamy,20.510249602796,1.459179838294,6.684,1.691,93.019049588449,28.78937665042,178.71080186671,1.7869460743465,107.01951742085,17.305795665091,18.839228832379,95.094065273272,0.79595368327793,54.003586905079,2.3117831890671,Potato
,20-40,Clay,26.501507987877,1.3906999521208,6.068,1.191,18.367346925576,10.28599463949,113.11600300885,0.96666515226877,244.56864764823,12.498079117124,30.232287308971,203.66512294792,1.0161710285316,212.01351438069,13.258700234128,Wheat
,0-20,Clay,28.116826617098,1.2893547813883,6.171,1.375,29.612340439728,14.431368873537,132.01681881315,1.3290006080552,286.47825134052,12.841144391106,67.054281273671,120.0657389977,1.9482145512846,234.71046000727,13.086479633104,Wheat
,0-20,Clay,30.399016979952,1.2696565920546,6.043,0.453,,20.122301920544,123.15163087322,1.6266349895689,194.71879766571,12.515929205212,40.647527067745,119.15363039886,0.77465812317296,112.15709976707,12.413736348666,Wheat
,0-20,Clay,26.327813121505,1.1493910754396,6.262,0.424,88.63367954172,62.745736003628,168.05354617651,1.8161834745576,133.60235379952,17.07283171533,34.589837636899,90.188511687013,,107.22344443419,14.274128536705,Wheat
,20-40,Clay,24.606479041805,1.1346719304223,6.557,1.448,158.78258227587,34.629886759063,115.97102357885,0.854239969025,58.040126663373,22.457819727393,2.3740721133477,15.704549293705,0.83320142261085,15.549758722081,1.4367654642999,Wheat
,0-20,Silt,28.530253419749,1.2861705149014,6.166,1.635,28.814431597971,13.312999976271,188.29247970362,1.1543419088946,197.35934973991,16.201035931127,63.317397386257,,1.9839030725543,195.25906385889,21.771088238356,Wheat
,20-40,Loamy,28.013595884112,1.3003807468373,6.01,1.23521,19.446233194154,9.9017751507385,128.50368430273,0.87352124164231,161.04982605663,17.306284252845,31.601655092649,299.38967483695,0.74031536003343,123.29260707334,14.908745956876,Wheat
,0-20,Clay,32.220921644936,1.1718058902605,5.821,1.794,127.7784690761,98.359735916738,263.43577031737,2.4000814579866,158.23945758943,27.831822305649,74.013335405807,186.29036004087,1.5451752495661,209.39618224788,15.665232685193,Wheat
,20-40,Loamy,27.828252819103,1.2246784115812,6.112,0.398,115.09990106935,74.913193020531,186.20083741808,3.3370612360059,168.95778913545,28.818324989513,30.434515731613,151.66257820211,0.96361000494667,147.58067414676,,Potato
,20-40,Clay,21.428384066961,1.4235223907653,6.282,1.508,11.98250375791,13.098949255885,96.530611494672,1.042127824105,108.46330206327,7.6731313710854,29.140954486658,42.858049332872,0.53962636350319,97.630109888835,11.089993861368,Wheat
,20-40,Clay,26.331673242615,1.2700392318663,5.797,2.007,73.998304215265,63.876094011469,127.96585488992,1.2212634499318,103.39446458585,17.374751035244,39.407549017184,104.38127254421,0.5193099939922,113.85506668303,17.692911107359,Wheat
,20-40,Gill,23.964644271551,1.315479734485,5.928,0.796,152.32292762098,49.726201892699,184.33635238301,2.0010940063911,142.57374688576,28.853023041218,38.212467202344,,1.2103746345591,124.65915633171,10.059392308211,Potato
,20-40,Clay,26.420339637555,1.6491262647411,6.419,0.821,11.652717588616,13.157043775432,90.586789496958,0.90441755763612,110.7691133133,6.246297300924,26.869206462877,55.362694346391,0.49757375746278,103.95507138782,13.732426990574,Wheat
,20-40,Loamy,21.023952597581,1.5364278228182,6.66,0.651,78.835547036063,30.075712387221,128.94918998152,1.899422485529,119.03455685081,24.192482694512,22.663663992576,32.190674679391,0.48078283816466,51.352845867785,9.1797729837455,Potato
,20-40,Clay,22.36136195461,1.5536090749903,6.065,1.151,6.6144863594954,8.304824868941,110.33992552528,0.718526767213,176.62402395803,7.3433518811489,25.904781689591,80.354426095153,0.58128200088173,108.31002815644,7.9120179163588,Wheat
,0-20,Loamy,29.718332875421,1.2520708396273,5.942,0.465,24.595833630533,20.842009587987,190.27906922092,1.3003822196445,280.10720335736,12.176155521088,79.006016617177,119.60411867565,1.0048479266043,157.19540838196,,Wheat
