Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-29422,0-20 sm,Yengil qum,6.708889665,1.52,3.1,1.31,21.38,4,6,7,48.2347919813388,62174823.53,26.75,11.42,2.11442414823168,6.67,1.98572091765686,2.16,Makkajo'xori
NTXM-270,0-20 sm,Yengil qum,6.625538653,1.06,2.67,1.27,33.16,17,16,14,35.4469029096604,1060751495.28,25.55,8.06,3.25878930065937,7.74,1.57505458358567,2.77,Makkajo'xori
TSPD-2119,0-30,Gill,6.528354932,1.12,3.62,1.45,34,12,20,10,36.5274103589637,2265537638.26,26.32,9.39,2.81402103939598,7.69,1.60367013390761,1.33,Makkajo'xori
Karta-230,0-20 sm,Qumoq,6.450640306,2.62,1.67,1.38,27.28,34,29,8,36.7625859549132,2121526116.1,22.87,9.61,4.50843089834076,8.72,1.61269892156636,2.28,Makkajo'xori
NTTM-232,0-20 sm,Qumoq,7.181907673,1.1,1.71,1.32,38.34,39,28,10,41.1007526222789,2256098394.27,25.61,8.54,3.67647630744326,9.97,2.19667593748273,,Makkajo'xori
NMNX-29543,0-30,Gill,7.016482298,0.62,1.1,1.29,29.07,31,25,12,25.3546569047304,1712406742.76,26.84,7.77,2.80611723480077,8.25,1.52774039757406,0.97,Makkajo'xori
NMNX-29664,0-20 sm,Loy,6.388617138,0.85,0.77,1.26,30.11,12,6,8,34.5600731281669,222927966.35,22.19,11.22,5.41133986260775,8.44,1.5,1.72,Makkajo'xori
NTXM-271,0-20 sm,Qumoq,7.57125447,,1.84,1.3,18.63,12,29,13,40.7460901322284,787807286.59,23.88,8.72,4.60647842891285,8.87,2.58445789810677,2.63,Makkajo'xori
TSPD-2120,0-20 sm,Yengil qum,7.609348255,1.7,4.44,1.54,17.26,26,11,11,49.0502637761077,140129949.5,27.45,12.04,2.07825314691779,7.56,1.5,1.93,Makkajo'xori
Karta-231,0-20 sm,Yengil qum,7.137136973,0.47,4.22,1.4,38.6,19,24,15,54,553080957.17,28.8,9.73,3.46939994691104,7.34,3.07506080370917,1.99,Makkajo'xori
NTTM-233,0-20 sm,Yengil qum,6.354022554,1.59,2.72,1.31,34.43,39,21,9,48.6136470186711,1856819593.97,26.31,9.69,5.00359778348192,,3.51130543402003,1.7,Makkajo'xori
NMNX-29785,0-20 sm,Yengil qum,6.196907944,1.59,2.71,1.33,25.16,16,29,13,40.1680742223168,2083419051.52,27.56,14,6.55597645428868,,2.11053021520491,2.35,Makkajo'xori
NMNX-29906,0-20 sm,Loy,7.829507245,0.65,2.66,1.5,20.84,36,29,13,54,2665210925.17,29.11,10.59,4.56143108238035,9.19,2.13238824828667,,Makkajo'xori
NTXM-272,0-20 sm,Yengil qum,6.395258356,1.45,2.97,1.52,16.5,37,23,12,24.7540096332768,388569848.15,23.93,,1.41724115870039,8.82,3.99844168466181,2.27,Makkajo'xori
TSPD-2121,0-20 sm,Qumoq,7.992041984,0.79,1.22,1.29,36.24,39,9,15,28.1725440906177,1385247997.74,25.1,12.09,3.69521163591892,9.45,2.9,1.39,Makkajo'xori
Karta-232,0-20 sm,Yengil qum,6.583411671,0.95,0.83,1.25,22.91,31,5,14,39.7658557217291,1505199455.03,27.54,8.72,1.2,5.41,2.57705519677635,1.14,Makkajo'xori
NTTM-234,0-20 sm,Qumoq,6.206053072,0.7,2.13,1.48,32.79,18,12,8,26.9960631376712,219128684.76,26.31,8.4,2.72062918809721,7.99,1,2.74,Makkajo'xori
NMNX-30027,0-20 sm,Yengil qum,6.976997772,0.67,0.88,,28.81,20,20,10,24.0000870795461,839196916.69,21.66,10.72,6,8.54,2.29817581947858,1.9,Makkajo'xori
NMNX-30148,0-20 sm,Yengil qum,6.562594972,0.39,4.72,1.56,31.41,5,8,5,22.8302904677874,840429145.78,23.39,7.43,2.66330708518867,6.62,2.23138645754992,2.1,Makkajo'xori
NTXM-273,0-30,Loy,7.260416405,0.47,3.9,1.56,31.49,20,8,12,25.7623250224553,644585386.27,27.26,8.45,5.63949067023551,7.92,2.84630904035114,2.37,Makkajo'xori
TSPD-2122,0-20 sm,Yengil qum,6.460044778,1.25,1.56,1.45,28.1,25,21,11,58.137800587801,59912831.3,27.15,8.22,5.22429179320324,9.82,1.79215855386807,1.56,Makkajo'xori
Karta-233,0-30,Gill,6.699164936,1.58,4.24,1.48,28.86,14,19,14,54.6537583245062,848722410.92,23.68,11.04,4.34679129631811,9.83,1.42156460798737,3.04,Makkajo'xori
NTTM-235,0-20 sm,Loy,7.401121811,0.66,3.55,1.47,32.28,37,18,12,44.8208926248734,76434322.15,29.81,7.78,2.13113153324819,7.7,1.9880141913291,1.39,Makkajo'xori
NMNX-30269,0-20 sm,Qumoq,6.912033409,0.99,1.26,1.32,25.03,26,15,6,46.3918689952099,104746557.88,27.06,7.92,3.08993718742623,8.36,2.2297395032663,1.74,Makkajo'xori
NMNX-30390,0-30,Loy,7.764040111,1.68,4.02,1.48,16.39,13,22,5,25.7145513939141,934106402.77,27.72,12.67,4.10228686543531,9.83,1.97194384760753,1.65,Makkajo'xori
NTXM-274,0-30,Qumoq,7.796034006,1.24,4.15,1.4,30.81,32,25,9,31.1610314276494,2248506099.46,26.38,6.58,5.05273541236578,9.55,1.81170355331272,,Makkajo'xori
TSPD-2123,0-30,Gill,6.969883483,0.67,1.44,1.33,34.61,19,7,9,33.2615937697867,1422077325.11,24.71,8.53,1.63097854856609,7.37,1.73816827303723,1.56,Makkajo'xori
Karta-234,0-20 sm,Loy,6.730757538,1.4,3.96,1.51,15.07,28,7,9,22.1269411729345,42636735.45,24.88,,3.63340721724803,,1.51511356154317,2.32,Makkajo'xori
NTTM-236,0-30,Gill,6.601395755,1.58,3.86,1.48,37.37,24,30,11,43.0562840814495,1580387936.8,29.3,8.37,6,8.35,3.38761089981516,2.68,Makkajo'xori
NMNX-1350,0-20 sm,Yengil qum,6.465913274,1.42,0.78,1.37,26.79,7,17,10,44.7140110997559,1663348340.98,24.59,8.12,6,,2.68234362162401,3.02,Makkajo'xori
NMNX-255,0-30,Gill,6.41354791,1.45,3.95,1.41,19.39,18,23,8,44.1973086345297,388569848.15,26.14,11.96,3.6759700103867,8.82,2.80063285018054,1.41,Makkajo'xori
NTXM-264,0-30,Gill,6.475275337,2.15,3.55,1.53,30.2,7,20,12,15,1686618576.19,23.97,7.54,1.2,7.29,3.23456099434584,0.97,Makkajo'xori
NMNX-256,0-30,Gill,6.407715561,1.9,3.54,1.41,30.98,20,23,11,31.7141652276636,1090858427.08,26.55,5.66,3.34900990140543,9.83,3.16303293869458,2.77,Makkajo'xori
NTXM-265,0-20 sm,Yengil qum,6.550814117,1.22,3.83,1.55,28.96,18,14,11,52.0568077265549,431679593.9,25.57,9.72,1.2,8.84,2.5829584179364,1.92,Makkajo'xori
NMNT-257,0-20 sm,Yengil qum,7.36220835,2.22,2.91,1.39,19.36,34,11,10,32.2759431149769,303918233.75,25.97,6.11,7,8.1,2.08406334283655,1.45,Makkajo'xori
NTTM-226,0-20 sm,Loy,7.36549204,1.55,4.25,1.52,22.04,20,29,10,32.2530770927093,837918399.84,21.1,9.4,2.76417670638612,7.86,2.43108462064532,1.95,Makkajo'xori
NMNX-29537,0-30,Yengil qum,7.8546243,2.12,3.38,1.57,34.61,37,24,13,30.147696108701,958704668.94,22.87,9.04,4.47007799845876,7,2.48852313041607,2.78,Makkajo'xori
NMNX-29658,0-30,Gill,7.995848977,1.69,0.65,1.41,21.87,12,8,10,42.5884415397625,56453562.51,26.14,8.82,4.94032643571027,6.47,2.34676167565621,2.08,Makkajo'xori
NTXM-265,0-20 sm,Yengil qum,6.725600855,1.52,1.35,1.39,33.11,34,10,14,50.6713126853565,388569848.15,23.16,9.54,6,7.52,2.25027753716675,2.69,Makkajo'xori
NMNX-257,0-20 sm,Yengil qum,7.786725333,0.99,3.08,1.47,32.87,6,13,9,52.0126036437576,1933661409.34,25.68,9.77,6,8.49,2.12982780975504,1.88,Makkajo'xori
NTXM-266,0-30,Gill,7.656978112,1.96,0.92,1.58,31.47,27,30,5,38.4609014056012,2123603826.89,29.81,12.25,2.92804400917318,8.52,2.31022017739561,,Makkajo'xori
NMNT-258,0-30,Gill,7.105904818,0.78,1.3,1.27,23.11,13,8,12,47.1037603338488,1019721865.83,23.87,8.57,1.5,8.9,2.10156341989502,1.46,Makkajo'xori
NTTM-227,0-20 sm,Yengil qum,7.199106204,1.61,1.24,1.32,30.66,6,7,7,47.6702609565121,58089081.09,28.14,9.2,2.44712060166202,8.99,2.9766049410078,3.22,Makkajo'xori
NMNX-29538,0-20 sm,Yengil qum,7.871063004,,0.7,1.29,15.11,40,17,15,29.5870155386204,1742577988.01,23.94,13,1.2,6.86,2.28181884779695,1.76,Makkajo'xori
NMNX-29659,0-20 sm,Loy,7.566165721,1.47,3.39,1.53,25.54,31,26,9,37.8785192141216,782716023.53,27.41,8.28,4.22981500937006,7.91,3.35643374150843,1.8,Makkajo'xori
NTXM-266,0-20 sm,Qumoq,7.231324765,1.85,1.72,1.31,15.75,133,47,24,23.4233654965554,1772391442.3,29.48,8.89,4.45228439772212,8.66,3.02539791238806,1.86,Makkajo'xori
NMNX-258,0-20 sm,Yengil qum,6.925412377,0.61,4.48,1.47,17.39,136,36,20,31.7998911873585,101335793.84,26.74,11.4,2.91345357553661,5.82,2.55895264085718,1.4,Makkajo'xori
NTXM-267,0-20 sm,Qumoq,7.633437412,,2.61,1.31,20.28,104,47,18,70,360197165.86,27.91,12.16,1.96014013510326,7.32,1.77883947160827,1.25,Makkajo'xori
NMNT-259,0-20 sm,Loy,6.827354668,0.96,2.07,1.31,17.24,133,47,23,36.2721605909604,362401843.97,25.95,9.49,4.56603641639117,7.26,1,,Makkajo'xori
NTTM-228,0-30,Yengil qum,6.176716425,1.06,4.14,1.35,19.97,126,38,23,45.3728452669232,1908618754.05,29.04,6.45,3.45515768687903,7.89,2.44561618113847,,Makkajo'xori
NMNX-29539,0-30,Qumoq,6.628722836,1.16,4.44,1.55,39.9,126,50,19,20,764642580.29,28,8.72,2.61809232700131,6.12,2.83455822367019,,Makkajo'xori
NMNX-29660,0-20 sm,Loy,7.256877571,1.34,4.63,1.62,37.63,113,41,20,40.7561410962896,388569848.15,25.79,9.3,4.38685528283204,,2.01195926814477,2.86,Makkajo'xori
NTXM-267,0-20 sm,Yengil qum,6.443785385,1.01,0.7,1.31,16.99,121,45,22,54.105121480679,1660091746.49,28.87,10.31,5.57287215030609,7.21,2.84252779663055,,Makkajo'xori
NMNX-259,0-20 sm,Qumoq,7.723240151,1.8,0.58,1.25,16.97,121,47,16,36.8302633789163,1766774115.89,27.39,8.78,4.6262118386464,7.81,1.96472979287666,1.79,Makkajo'xori
NTXM-268,0-30,Gill,5.947448589,2.34,3.73,1.48,39.54,129,60,22,14.9218681825337,388569848.15,24.59,8,1.75716561207498,7.26,1.79260185842783,1.66,Makkajo'xori
NMNT-260,0-30,Gill,7.227745516,0.65,2.62,1.34,18.14,107,45,25,26.9326342853657,970169264.65,26.01,9.53,5.15646849657154,6.8,2.82701063437107,2.51,Makkajo'xori
NTTM-229,0-20 sm,Qumoq,6.219469084,2.1,1.24,1.33,27.35,122,59,18,57.4264208380374,1234346980.16,26.51,8.56,6,7.28,1.09855583040561,2.35,Makkajo'xori
NMNX-29540,0-20 sm,Qumoq,6.021439523,,1.02,1.27,36.93,140,38,15,52.2296107838055,388569848.15,26.45,8.63,5.81741143983406,9.97,1.50724194733213,2.47,Makkajo'xori
NMNX-29661,0-20 sm,Yengil qum,6.253343655,1,1.02,1.26,23.73,102,49,21,27.6537630557871,388569848.15,25.6,8.17,2.8726135679827,,2.05471177738152,1.87,Makkajo'xori
NTXM-268,0-20 sm,Loy,6.187455799,,1.61,1.27,24.82,111,40,25,33.532001553313,311427451.17,13.75,9.26,3.20218175683458,8.83,1.95725812443453,1.57,Makkajo'xori
NMNX-260,0-30,Loy,7.057693366,1.57,2.7,1.44,29.01,131,35,18,46.4642415569697,1332596119.54,26.36,10.43,4.28082411705726,9.8,3.27596854824674,1.66,Makkajo'xori
NTXM-269,0-20 sm,Loy,6.720449769,1.53,2.74,1.38,33,135,43,16,38.2005605741689,939589313.43,21.4,9.8,5.36855281944734,6.69,1.5,2.12,Makkajo'xori
NMNT-261,0-20 sm,Yengil qum,6.431689506,0.91,3.72,1.51,26.77,100,46,18,56.6603978876132,198154845.1,24.99,9.29,5.92481953800763,8.52,2.30854601435086,2.75,Makkajo'xori
NTTM-230,0-20 sm,Yengil qum,7.453106264,2.35,3.52,1.42,30.52,123,39,24,58.1291753035091,380160004.08,27.01,9.09,5.59190443296869,7.2,1.16935334684784,2.05,Makkajo'xori
NMNX-29541,0-20 sm,Qumoq,7.368258226,1.45,0.94,1.28,23.49,117,56,15,34.3046115888926,388569848.15,26.87,10.38,3.49147937463732,6.29,1.21498660777549,2.77,Makkajo'xori
NMNX-29662,0-20 sm,Yengil qum,7.352401887,0.93,2.4,1.39,33.51,121,36,24,26.3564769703514,215100454.81,20.6,5.39,3.98732926364848,6.61,1.50214812471318,1.22,Makkajo'xori
NTXM-269,0-20 sm,Qumoq,6.652143699,1.12,0.52,,17.71,101,58,18,57.8575722534606,178975784.75,27.83,11.93,4.588713517102,10.47,2.71081000572896,,Makkajo'xori
NMNX-261,0-20 sm,Loy,6.144631795,0.79,1.03,,21.56,107,42,24,33.1529688309846,388569848.15,14.89,9.9,1.81725261518768,10.71,1.22931031874863,2.32,Makkajo'xori
NTXM-270,0-20 sm,Yengil qum,7.318802162,2.04,1.34,1.36,34.69,100,41,22,56.4208589843532,485330006.53,23.23,10.46,3.64772641053209,8.86,2.73101803563224,1.23,Makkajo'xori
NMNT-262,0-20 sm,Yengil qum,7.954629324,1.41,2.8,1.43,30.33,125,39,21,37.6088736773879,867676702.03,17.22,7.98,2.42437858401972,9.55,2.3365205215795,2.25,Makkajo'xori
NTTM-231,0-20 sm,Qumoq,6.207652157,1.01,1.37,1.32,22.29,105,60,23,33.5701299411903,2502519046.64,17.01,10.78,3.30034471767022,8.77,2.66601684013831,3.26,Makkajo'xori
NMNX-29542,0-20 sm,Qumoq,6.631005298,1.42,2.36,1.38,26.66,102,46,19,24.1112078011064,2063060480.6,21.8,9.19,2.28811615174753,8.59,2.23901169651213,1.09,Makkajo'xori
NMNX-29663,0-20 sm,Yengil qum,7.306918817,0.78,2.19,1.31,16.25,131,49,22,46.4881608561257,497585423.63,17.37,9.4,1,7.36,2.47212598372216,0.48,Makkajo'xori
NTXM-270,0-20 sm,Loy,5.898293044,1.16,4.4,1.49,39.27,139,35,15,36.6743732468742,388569848.15,29.92,12.08,2.23197137102473,8.16,2.4710644962597,0.93,Makkajo'xori
NMNX-262,0-20 sm,Yengil qum,7.238566893,1.7,3.75,1.61,19.6,108,36,19,33.7103997192549,89038408.49,15.41,10.1,3.8440834795482,9.51,4,1.31,Makkajo'xori
NTXM-271,0-20 sm,Qumoq,7.977651226,1.8,1.96,1.5,21.61,118,45,23,28.3055979557299,388569848.15,27.33,11.13,3.92438927296123,9.88,2.59231016270052,1.06,Makkajo'xori
NMNT-263,0-20 sm,Loy,5.983075895,0.34,0.69,,38.2,107,51,22,46.787744908327,2349535380.67,13.52,10.61,4.74511039163548,7.5,1.83562102840953,1.26,Makkajo'xori
NTTM-232,0-20 sm,Yengil qum,6.785723961,1.49,2.16,1.24,26.02,125,60,17,17.6649974997925,2565670596.45,28.86,7.76,3.5752132665163,8.4,1.89606777340821,1.62,Makkajo'xori
NMNX-29543,0-20 sm,Qumoq,7.393441155,1.09,1.02,1.26,33.96,113,37,20,18.525180372128,388569848.15,14.9,9.85,1,8.87,2.47401101881952,2.26,Makkajo'xori
NMNX-29664,0-20 sm,Yengil qum,6.486068274,1.99,2.18,1.54,24.69,131,52,16,37.1338660363583,1733869110.24,12.45,9.88,3.09206965326646,8.99,2.9,2.04,Makkajo'xori
NTXM-271,0-20 sm,Yengil qum,7.175934962,,1.46,1.61,25.26,115,48,16,66.2713025674708,1391482769.84,25.21,12.92,2.67177130753832,7.13,2.49981459962099,2.11,Makkajo'xori
TSPD-2120,0-30,Gill,7.388265888,1.14,2.74,1.48,25.82,113,38,25,30.103368781097,388569848.15,12.37,10.12,5.40325874897068,8.91,2.96555409526113,,Makkajo'xori
Karta-231,0-20 sm,Loy,6.10539819,1.73,1.75,1.3,25.57,111,41,18,44.9878261506375,65092604.33,29.72,11.85,4.06851360425374,9.56,2.9720047742422,1.52,Makkajo'xori
NTTM-233,0-20 sm,Loy,6.419536555,1.05,0.88,,36.73,111,53,19,39.0667969469777,454346544.64,16.23,8.77,5.50335870534062,8.08,2.56846645131857,1.95,Makkajo'xori
NMNX-29785,0-30,Gill,6.307585854,2.03,3.59,1.45,39.89,122,48,16,46.3178313182685,85798791.62,15.63,8.08,7,7.52,2.92106909367236,1.66,Makkajo'xori
NMNX-29906,0-20 sm,Yengil qum,6.93221485,1.35,4.75,1.48,36.62,108,46,17,34.1785405765928,2507789300.89,17.19,11.4,7,7.44,3.37307848558949,1.13,Makkajo'xori
NTXM-272,0-30,Qumoq,7.810865753,2.02,3.9,1.56,17.13,132,41,22,60,78535900.9,17.46,10.23,5.68457038723436,,1.86766732737462,2.84,Makkajo'xori
TSPD-2121,0-20 sm,Yengil qum,6.527541661,1.77,3.04,1.54,16.56,103,42,17,56.1348099155422,1007910247.68,17.92,10.21,1.5,9.02,2.23537555325913,1.16,Makkajo'xori
Karta-232,0-20 sm,Qumoq,7.569454601,2.38,3.18,1.38,19.92,133,50,25,36.1376464917433,388569848.15,25.84,7.16,6.8775395032211,8.91,1.58837314034788,1.69,Makkajo'xori
NTTM-234,0-30,Gill,7.041065585,1.07,2.48,1.63,35.19,127,37,18,13.9358706712541,145073626,27.13,11.01,4.41734003017628,,2.5753398702216,2.7,Makkajo'xori
NMNX-30027,0-20 sm,Yengil qum,7.208795456,1.25,3.77,1.53,31.2,110,39,25,15,2913165830.61,28.78,9.44,5.7663455518537,8.76,1.93826194709691,1.12,Makkajo'xori
NMNX-30148,0-20 sm,Qumoq,6.814341946,0.69,1.48,1.38,24.11,131,38,19,21.9635754091884,1277651838.67,21.34,9.29,4.53996998931439,8.75,2.25280959039519,2.55,Makkajo'xori
NTXM-273,0-20 sm,Yengil qum,7.442217061,1.88,2.39,1.32,27.78,108,38,24,51.8425391431708,130890214.63,14.77,10.5,4.50296800023827,10.81,1.03878623227844,,Makkajo'xori
TSPD-2122,0-20 sm,Yengil qum,6.854558957,1.19,0.62,1.25,26.38,122,40,17,29.6345080216947,1059805909.97,27,9.29,4.68498708714295,7.13,2.14041099896325,2.88,Makkajo'xori
Karta-233,0-20 sm,Loy,7.884550475,1.75,1.84,1.31,22.35,111,50,15,27.2267798529434,1633316333.35,13.58,8.15,4.28516023884228,8.48,1.76585670770901,0.81,Makkajo'xori
NTTM-235,0-30,Gill,6.006085786,1.67,0.94,1.48,35.38,140,40,17,32.5863383674551,388569848.15,26.04,10.38,7,8.08,3.2135919232415,1.89,Makkajo'xori
NMNX-30269,0-20 sm,Yengil qum,7.432043735,0.55,1.59,1.35,25.81,100,40,20,40.5451488975674,446647794.13,21.21,12.01,5.41602347279794,8.74,1.93583662743393,,Makkajo'xori
NMNX-30390,0-20 sm,Yengil qum,6.498052108,2.4,0.53,1.24,19.08,123,50,16,47.8835780787971,1389188848.07,14.76,10.44,5.6609094681721,9.73,1.60895195409076,,Makkajo'xori
NTXM-274,0-20 sm,Yengil qum,6.205263534,1.1,4.91,1.6,21.28,107,36,21,49.1651416129802,388569848.15,24.36,9.42,3.40294555290467,8.91,2.04660713001111,1.3,Makkajo'xori
TSPD-2123,0-20 sm,Yengil qum,6.360812227,1.68,1.07,1.46,25.84,118,50,19,39.656586861255,679267842.5,27.74,9.42,5.81424890154716,7.93,1.86569411623423,1.98,Makkajo'xori
Karta-234,0-20 sm,Loy,7.046607434,1.01,2.11,1.38,29.13,103,51,20,52.9880745469256,564817025.1,29.69,10.38,1.78198513806249,8.4,2.36522310652667,1.65,Makkajo'xori
NTTM-236,0-20 sm,Qumoq,7.947011366,1.58,1.51,1.27,23.16,133,57,19,,839297300.93,14.19,5.23,1.48313678268506,6.68,1.93475568481799,2.07,Makkajo'xori
NMNX-30511,0-30,Gill,6.281913858,2.01,3.11,1.46,18.4,129,47,20,45.5492516232283,388569848.15,27.51,8.51,4.17545396126001,7.38,1.83338800768632,2.45,Makkajo'xori
NMNX-30632,0-20 sm,Yengil qum,6.114525877,1.69,3.01,1.37,17.4,116,52,19,49.0092918532699,87457344.99,18.84,12.22,4.57533174811562,9.49,1.67545231871676,2.38,Makkajo'xori
NTXM-275,0-20 sm,Qumoq,6.753978061,0.9,2.24,1.36,25.49,114,40,23,25.9328679634708,388569848.15,12.58,9.71,4.28509144316716,8.34,2.26591810074234,2.51,Makkajo'xori
TSPD-2124,0-20 sm,Yengil qum,7.425041316,1.17,4.93,1.53,17.86,131,60,17,49.9794091464931,388569848.15,28.71,10.99,1.63544504683681,8.36,2.57836030917009,0.99,Makkajo'xori
Karta-235,0-20 sm,Yengil qum,6.745104394,1.04,0.94,1.24,18.89,107,43,18,64.4389469059895,389480408.38,23.45,10.81,4.28390810698598,6.37,2.40184186192427,1.63,Makkajo'xori
NTTM-237,0-20 sm,Yengil qum,7.641116569,0.93,0.77,1.35,17.83,123,44,21,51.6013839149516,1517701514.95,25.22,10.22,3.52120647276131,7.48,2.050503714032,1.58,Makkajo'xori
NMNX-1351,0-20 sm,Qumoq,6.470135478,1.77,1.33,1.28,15.06,112,49,25,27.4177593958603,2288060392.83,17.86,10.24,3.30974293645248,8.72,2.52806981590784,2.72,Makkajo'xori
NMNX-256,0-20 sm,Yengil qum,7.091992365,0.77,2.37,1.29,32.82,119,44,15,15,624481705.66,17.86,10.07,5.1654622876018,6.71,2.07753814989988,2.41,Makkajo'xori
NTXM-265,0-20 sm,Qumoq,6.520403794,1.2,1.12,1.48,34.85,130,59,19,46.266427112533,736795230.02,28.85,8.25,2.39117127922626,8.86,1.79753266436657,1.57,Makkajo'xori
NMNX-257,0-20 sm,Loy,6.127939628,1.3,3.62,1.58,22.71,127,53,24,41.4139863115915,388569848.15,21.71,6.31,1.69697979712658,9.58,3.78093880563295,1.61,Makkajo'xori
NTXM-266,0-20 sm,Yengil qum,7.994679507,2.48,4.29,1.5,36.17,134,52,18,28.6038479700605,208455351.67,28.35,10.09,1.94978633302319,7.5,2.39040976935559,2.16,Makkajo'xori
NMNT-258,0-20 sm,Yengil qum,7.524707577,1.42,1.6,1.51,26.31,109,36,18,51.0949091836872,253415815.83,15.96,9.14,6,8.43,2.11892658251419,0.92,Makkajo'xori
NTTM-227,0-20 sm,Loy,7.827877818,,1.91,1.5,26.43,100,48,17,52.4481181679289,388569848.15,18.9,7.24,2.12052852624823,9.13,1.28941235162187,0.73,Makkajo'xori
NMNX-29779,0-30,Qumoq,6.436691764,2.11,2.8,1.46,33.38,132,52,19,35.8584132227707,196991200.25,17.61,8.41,4.57724252617361,7.79,2.41012597839165,2.41,Makkajo'xori
NMNX-29900,0-30,Gill,5.907930899,2.23,1.95,1.47,29.94,102,37,25,14.6184750613286,230142842.57,13.17,10.83,4.51838089467149,6.22,2.14864524150291,2.21,Makkajo'xori
NTXM-266,0-20 sm,Loy,6.135025006,2.36,1.09,,28.11,111,39,22,39.1351300251442,263548073.79,16.01,6.62,1.2,8.81,2.5644143248546,1.65,Makkajo'xori
NMNX-258,0-20 sm,Qumoq,6.044556594,1.16,2.89,1.34,29.2,117,51,15,41.6876671371598,501781056.76,25.76,10.58,3.65012794438818,8.18,2.31351426737245,1.55,Makkajo'xori
NTXM-267,0-20 sm,Loy,7.59781958,0.55,2.18,1.46,39.99,136,36,24,30.7215232800597,728673033.24,23.45,8.34,2.94327399920983,8.47,3.09740753692245,1.61,Makkajo'xori
NMNT-259,0-20 sm,Qumoq,6.691268104,2.17,2.46,,18.16,134,56,18,20,561074290.69,25.06,10.43,3.85973106563325,9.54,2.83265810420917,1.08,Makkajo'xori
NTTM-228,0-20 sm,Loy,6.175492306,0.88,4.85,1.58,15.46,112,54,15,48.7546801971391,97342424.03,26.19,7.33,3.02577326597015,6.81,1.86911774585872,2.04,Makkajo'xori
NMNX-29780,0-20 sm,Qumoq,7.272316209,1.3,1.22,1.4,19.4,105,56,15,35.5755014155476,75193102.52,25.81,9.21,3.40761364627676,8.49,2.31636476149996,2.48,Makkajo'xori
NMNX-29901,0-20 sm,Qumoq,5.801047545,1.97,4.43,1.41,19.55,140,45,15,34.4358210169704,58010142.04,25.18,8.15,2.13154037558828,6.54,2.74213101647868,2.74,Makkajo'xori
NTXM-267,0-20 sm,Qumoq,6.757457943,1.93,2.56,1.58,15.37,126,46,25,21.0924701319972,199902196.97,19.3,,4.69350351840651,7.21,1.54510867615818,1.5,Makkajo'xori
NMNX-259,0-20 sm,Loy,6.983395573,2.03,3.25,1.3,16.59,106,49,24,,1523696697.93,28.86,7.73,1.41585568046882,7.82,1.85940709081322,2.16,Makkajo'xori
NTXM-268,0-30,Gill,7.976889498,1.35,3.81,1.63,38.31,121,53,19,27.07459965197,756311577.77,23.75,10.87,4.07927448104408,8.96,2.53437232911832,,Makkajo'xori
NMNT-260,0-20 sm,Qumoq,6.558902588,0.74,1.39,,29.52,108,60,17,13.7698531965814,308351694.86,25.67,8.1,7,7.27,1.59897032472377,0.85,Makkajo'xori
NTTM-229,0-20 sm,Loy,7.979090365,2.04,1.09,1.3,26.9,116,56,17,21.4326289746942,1505029774.55,,8.81,6.28059783145794,6.93,3.0522093007756,1.08,Makkajo'xori
NMNX-29781,0-20 sm,Yengil qum,7.903528673,1.71,2.74,1.57,38.94,100,52,19,49.7026201450053,70468635.36,,11.13,4.16417472298427,7.61,2.7969876167964,2.66,Makkajo'xori
NMNX-29902,0-20 sm,Yengil qum,6.73210948,0.44,3.65,1.53,26.58,129,43,16,15.2566598500477,388569848.15,,10.55,4.52824080796425,10.96,3.20059790080453,,Makkajo'xori
NTXM-268,0-30,Qumoq,6.691690476,1.65,4.31,1.38,34.82,118,44,23,41.6319821348701,1844601251.75,,11.56,3.26366070857844,7.29,2.11189212388132,3.09,Makkajo'xori
NMNX-260,0-20 sm,Yengil qum,7.839849298,1.32,3.66,1.54,24.17,117,43,25,23.8864574196038,388569848.15,,9.58,3.65303779691929,7.22,2.18656165750684,0.68,Makkajo'xori
NTXM-269,0-30,Gill,6.61448588,2.07,1.99,1.39,19.77,126,37,21,26.0537934385489,388569848.15,19.22,9.42,3.80346495603782,10.26,2.81719289607245,1.23,Makkajo'xori
NMNT-261,0-30,Gill,7.456971816,1.13,4.53,1.58,21.62,120,48,16,38.512605792768,305697651.35,18.83,8.31,1.2,9.06,2.90045875010561,0.94,Makkajo'xori
NTTM-230,0-20 sm,Qumoq,7.2942193,1.42,1.86,,38.4,102,45,16,,2292654450.01,23.12,8.9,4.90162742075869,6.82,1.72518421237067,2.3,Makkajo'xori
NMNX-29782,0-20 sm,Loy,7.762647875,0.62,3.54,1.62,21.03,131,56,20,46.3376917932263,169705125.31,23.76,7.56,3.63119366965357,9.87,1.84839735610813,2.72,Makkajo'xori
NMNX-29903,0-30,Loy,6.363406102,1.39,3,1.55,16.77,114,40,17,23.6875041627451,245582710.98,26.01,7.68,1.73764140852361,6.82,2.81916576435643,1.72,Makkajo'xori
