Sample,Layer (sm),Mechanical composition,CF (%),Soil Density (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Humus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Microorganisms (CFU/g),Crop
NMNX-42127,0-20,Loamy,,1.1266337019803,6.0274589258044,1.4555250811449,173.50260779566,28.649973983268,120.16557826723,,90.729980686932,27.867115574723,2.8962211242277,15.856195262454,0.96767368595255,19.27917833391,2.8166219582533,1296544,Carrot
NMNX-42248,20-40,Loamy,27.950273301955,1.3323182221897,6.023876376744,1.3988120590392,177.49766921457,74.813666877943,256.08543649068,2.1567198451923,147.24330913939,24.941784463389,26.953456913651,92.374070072159,0.76774039731924,155.47534596575,17.528542525885,10646747,Potato
NTXM-323,20-40,Gill,20.826112865347,1.5309543394983,6.1888996991235,1.3347553228369,65.33604382264,60.594933279317,185.50722418132,1.7545776381893,124.96433368372,15.254770264962,23.890281514807,22.781554211719,0.89879346405316,63.544104932626,4.9208590472907,57866,Potato
TSPD-2172,20-40,Loamy,19.382403378262,1.4805667924481,6.5779129799074,1.9744150251925,35.786154037315,,87.752117734013,0.70188462048139,92.794335161446,12.049307801685,29.316345047443,38.895137932816,0.52410721636207,76.587990322572,8.133198203524,351831,Bean
Karta-283,20-40,Loamy,21.476813082897,1.3501036182968,6.4099491407481,1.6436862828953,78.795125104227,25.402326075648,112.31268731396,1.8060560675226,95.808693829528,23.36991171241,28.397737002597,68.610775735,0.75058679905328,52.57921398405,3.3591868400559,667002,Potato
NTTM-285,20-40,Clay,27.488341834462,1.2523159546495,6.7314911129121,1.2371738090326,71.838989740677,62.577029453498,146.00113567915,1.0733818472473,132.0055297068,13.427480563174,37.439546662007,58.758208294146,0.50840644360015,133.361026974,12.27563971788,62991521,Bean
NMNX-42369,40-60,Clay,25.119538509634,1.4851649117668,6.9906793644825,1.9175646954197,68.131566051648,35.424153477959,80.180555131453,1.1109702173697,113.33089943423,12.691451400407,,103.05832608576,0.47042992076589,149.68562956812,9.3140626797642,8630641,Bean
NMNX-42490,20-40,Loamy,23.000253655784,1.3459335793699,7.5171184723634,2.86600835158,20.246075273949,16.241839653795,130.36804804783,0.99805262640127,166.07505621485,10.805290376085,23.467361570828,53.245184075802,0.66665326799627,159.85274995079,7.2203368901797,1000754,Cotton
NTXM-324,0-20,Gill,29.964335058912,1.1089825871248,6.6243177380912,1.3514635907752,161.06115112633,92.76896473197,242.18652809356,2.863213187984,146.45137078738,32.852517640786,44.29933364416,112.87255300043,1.8266383058885,214.01655327977,18.513383679597,129283580,Corn
TSPD-2173,20-40,Silt,27.329748208864,1.3123256792844,7.5771408678823,1.5160132621151,16.613067079192,12.788349114079,179.07354805517,0.91500838143662,166.59757375116,16.127838065822,30.227181095598,284.06415023727,0.74924617112189,178.87565699885,21.35855042061,2489517,Wheat
Karta-284,0-20,Gill,31.762720604182,1.2957503314222,7.6425775090782,1.5489156952948,23.745813038116,14.424546051074,162.26490696229,,246.64537985576,12.698660444549,44.480412012002,301.40537376051,1.4300046891535,180.55499775554,18.730316331419,26784367,Wheat
NTTM-286,0-20,Clay,26.071780397892,1.2135562997085,6.8211309984275,3.1783518161855,27.555951644462,18.152536300122,146.95699692163,1.4862549439362,146.51099415238,13.808341177844,28.401412050045,99.314705352173,0.88119888882085,157.70076460752,11.218298960102,33049408,Cotton
NMNX-42611,40-60,Loamy,21.163212137641,1.3046114841066,6.5215204060954,1.2664256140742,98.56198132847,76.582980785172,124.19802111062,2.2337424188032,138.47601053967,25.8404804444,32.062918070132,158.37598988053,0.51674774154541,144.5552343313,11.744229867025,709633,Potato
NMNX-42732,20-40,Loamy,28.848770349493,1.3992855715154,6.9393039581877,1.1238372210596,103.55174328005,63.900726901298,250.44138462218,2.4439926633796,175.93000304226,30.208235517432,47.220401860791,104.38130900944,1.2948773087664,130.12549564842,,245874865,Corn
NTXM-325,0-20,Clay,25.092619170455,1.3347918443914,7.9738864225555,3.0443000407523,23.56311536823,21.495895730963,110.62749834902,1.5755619460234,193.22046772453,12.286731819634,30.23468692487,102.44177619545,0.98903741914266,172.67783197214,14.003992589075,26727540,Cotton
TSPD-2174,0-20,Clay,28.244782880517,1.1823270079889,6.1405050664114,1.4631552827288,79.655480224052,62.964171645461,151.49450410651,1.7848621894799,176.58506148374,16.358538453377,28.824873800423,71.313989214601,0.96995545012398,112.30010559059,12.943305077462,15937408,Bean
Karta-285,20-40,Silt,20.651120330605,1.4998733557014,7.2329444378108,2.7553101997511,17.430024236995,10.31329133667,91.539605770379,0.79975654406842,126.92456755932,13.897876903188,29.090314511434,10.737951617707,0.52713614436797,115.22025646073,3.0118396305101,223798,Cotton
NTTM-287,40-60,Clay,21.026889433889,1.486505290845,6.7040950269099,1.8085627142222,42.623802033246,55.122269111421,87.366555086726,0.86554579090756,121.66999092469,10.429504910396,25.099134205455,43.78986132777,0.60618367648533,121.62517774558,10.503351491443,547682,Bean
NMNX-1401,40-60,Silt,24.893689451307,1.3441156724884,6.659980879873,1.4716258138471,131.47111331721,39.358027432882,198.73426190873,2.9935691985465,127.43883504698,25.336424098645,15.462924124697,107.52000810017,0.52111091892583,94.626627740695,,5257588,Potato
NMNX-306,40-60,Loamy,25.499560142544,1.4549196023133,7.3567206712369,1.9379179196747,139.25586393536,70.813814601574,238.23898783422,2.3749923447885,136.9547997644,22.257100600565,34.910468777557,139.60112101317,0.90944454344647,115.64606578909,8.5332661412044,35372187,Corn
NTXM-315,40-60,Loamy,,1.3453839835896,6.8900594952405,1.8843111219506,148.16734176879,16.785721681005,84.536160980205,1.000674982836,40.801902688302,10.746543872386,3.8124394864449,11.797155790013,0.69555427994098,16.238010247537,1.431251344536,192010,Carrot
NMNX-307,20-40,Loamy,25.140596524353,1.291534440232,6.8749562877878,1.1030555098748,60.537353272032,45.95444497094,152.34197483544,1.3675156738573,178.82061231238,16.618182063104,32.27809279659,72.353152424943,0.81160108201299,160.81675970438,13.331450943377,1361469,Bean
NTXM-316,40-60,Loamy,21.52394237339,1.3035519818975,6.9575694509445,1.972672352471,66.200773965972,42.152538903939,121.00154785711,1.4104272294411,146.09257211119,12.157972479089,19.647282657731,40.579261555848,0.5948695857088,115.83631151225,8.964377461508,319764,Bean
NMNT-308,20-40,Loamy,17.143993705675,1.4177045716857,6.3497843548127,1.9597161570369,127.04536998344,11.82741575574,96.621115967089,0.86616640990137,66.865037430094,11.39929037374,2.0414631283226,9.5754458278958,0.37781723894287,10.403708092876,1.999170883249,97710,Carrot
NTTM-277,0-20,Clay,24.649392150077,1.158350970943,6.7856360802939,1.6830214400594,70.992202519779,48.091462163951,188.03046684354,1.5685180155634,199.97006765635,19.156693357761,44.417364786837,146.16392231327,0.6229535351038,131.31425238107,12.800063011571,25133308,Bean
NMNX-41879,20-40,Loamy,25.188572711944,1.2148211019116,5.9810858673784,0.92761379585732,125.7326361902,50.661836129944,269.24660335733,2.5388710609622,147.08924515003,24.745637590934,28.531913896483,74.906308455908,1.272889844371,148.38309612058,13.085683177857,13689534,Potato
NMNX-42000,0-20,Loamy,29.682189803188,1.1836470350057,6.4003633776819,1.1677743292732,85.525231906128,64.323676795761,178.58302917517,1.2760614487935,171.33068912787,16.108189005742,39.316910895235,133.08052282764,0.97397659201795,110.87576581362,8.252912515297,88689241,Bean
NTXM-316,0-20,Clay,28.13595046359,1.1277614920077,6.4622015463026,1.340522345008,136.11706988109,67.17612565425,217.88390041441,1.5081023288604,174.67560907245,28.533424420104,47.910870103267,85.966428275982,0.64988337517704,122.99025471439,8.3433939017054,67116533,Pepper
NMNX-308,40-60,Loamy,22.252847621867,1.2623702706754,6.8962078675664,1.4703677843095,130.19702741667,19.585616099665,116.93496229139,0.89447714665754,78.574301909162,13.696143016835,2.3236931684881,10.54228627311,0.48295251579596,18.733534534086,2.0332992767213,311625,Carrot
NTXM-317,0-20,Clay,25.395086908292,1.2520927118321,6.8678257879332,2.5286734759108,22.401001332443,19.527972878838,148.65063001358,1.3908483819419,154.39225787938,12.172181175048,47.533029980004,70.840951688847,0.96801970074387,190.69364975098,8.7856547969626,,Cotton
NMNT-309,40-60,Loamy,21.327299486453,1.3452024831069,6.3411617557154,1.2167392625981,110.26768016274,41.305920077966,141.45966476721,0.95848118610007,138.23317170615,15.728287193948,18.743620594461,34.790987907669,0.71852248366578,72.982167308465,7.7729326565019,735216,Pepper
NTTM-278,20-40,Silt,28.756986779221,1.3324877508801,7.2554339216561,1.3873376210488,23.593408217462,16.856731477777,151.59843678271,1.1919910279523,212.39900880773,17.026143080893,59.473398719562,229.01425583808,1.3284231570544,171.2220114473,21.241301984249,1690495,Wheat
NMNX-41880,20-40,Clay,22.634275443876,1.5660651450704,7.6675505820889,2.9693173047605,14.075808240788,11.389735924906,82.500958322303,1.0043485201829,76.882867931991,13.72837645154,21.979959873095,80.698403151334,0.54933335311658,81.441825512858,13.371012975344,21251,Cotton
NMNX-42001,20-40,Clay,21.005501897737,1.5586462493809,6.4546664379078,1.3783672960842,93.64651754932,42.794854149106,154.84914699594,1.040194203487,130.19580304303,13.873565279621,34.183383565705,50.773121371852,0.54927876617102,26.650750375845,8.0080293796646,394017,Pepper
NTXM-317,0-20,Sand,27.597189908694,1.0176630008021,6.795295778619,1.1096629756982,168.15921589464,31.536289326622,176.34084576139,1.2412935544508,89.121970484324,27.416944347773,2.9921117363241,15.36075690876,0.88558785747767,19.141475707575,2.5680138088254,821417,Carrot
NMNX-309,0-20,Loamy,28.62088169188,1.1742039576089,6.0243049196704,0.99130534840016,198.60811356975,70.14432430839,297.54564833059,3.3133222352882,155.50436963832,30.168860371269,44.15733359693,118.88127284035,0.96594933409135,123.45475533824,12.884925233244,580457016,Potato
NTXM-318,20-40,Clay,25.928642532733,1.3048090639418,6.3149952236077,1.899341337481,119.99920940671,70.30658395567,162.82127806605,1.7546558030402,148.99808407809,18.825560398281,37.717172419042,104.57758062069,0.78384090125743,60.498621901724,8.7290760272828,8094122,Pepper
NMNT-310,20-40,Loamy,24.57064339936,1.3602172633639,6.9197947349805,1.3830977660973,91.941018506676,61.896120013919,,2.113542096859,91.132544743771,24.674126113926,42.668052878357,131.67976225393,1.0253126456473,156.75105486585,12.951954208467,10773557,Corn
NTTM-279,20-40,Loamy,25.07034194255,1.2995361567476,6.727047047105,1.6939006593677,169.81280723762,27.867673656044,129.63887446171,0.85367466888576,74.269833051634,14.879236772218,3.1749875762701,16.682285756865,0.59807360247802,18.810138076143,2.4100865954359,230573,Carrot
NMNX-41881,20-40,Clay,28.536591170762,1.3605341789033,7.7164258003468,,22.990360621755,14.885420594837,109.23467196874,1.0901515303549,244.81220730873,17.499547753753,46.053645474556,209.02857090012,0.78209650971398,219.35628722872,13.417493997968,22623466,Wheat
NMNX-42002,0-20,Gill,29.405240453178,1.2050217606409,6.6247200857266,1.2612932131472,113.07929403444,71.753886340262,228.23438500456,1.7695702065154,184.50174792454,28.790341086342,30.904953762033,109.61356509011,0.73368711522694,132.06022726554,11.403597991865,16841184,Pepper
NTXM-318,0-20,Loamy,28.046268194885,1.1283241389488,6.3321560754434,1.1718756860193,141.22227465061,95.274115885587,264.94188769878,3.8932296548234,134.09250988233,39.883242746064,47.435013036668,93.614541387759,1.4020588624252,196.18203962671,11.038085929708,71220274,Potato
NMNX-310,20-40,Silt,19.544068285392,1.4530429830808,6.5959682200903,1.3222908147714,123.33527312219,28.067958684789,71.354395820946,0.44772271868799,60.602007581025,10.125232893721,2.0336251498179,8.5448480867679,0.44709004688771,10.537000582163,1.4026541574045,165871,Carrot
NTXM-319,20-40,Clay,26.325339584304,1.3578172787691,6.3970977110413,1.3809903757687,59.771492629933,49.683453348281,178.18411650737,1.1894923737062,137.39607500075,12.821646717197,30.875850203619,112.28888037536,0.80671088810759,172.08956284058,8.9996915236057,1257798,Bean
NMNT-311,0-20,Loamy,25.003321670358,1.1798337841078,6.1871856060501,1.3726606226236,189.25415937654,28.242934610941,126.79455613746,1.4008348144275,97.991017413945,16.054016642893,3.7409287602926,15.510615986506,0.75205220502724,24.82621872322,2.1224860482687,745872,Carrot
NTTM-280,40-60,Clay,27.937686262731,1.4115886685877,8.0512563437569,1.4532655456375,16.516270348135,12.427650899823,125.67860038329,0.89302057310656,196.84682667017,11.925722441941,46.093290822308,145.24071117702,1.1886373882621,157.41274490538,8.1451735302673,628532,Wheat
NMNX-41882,40-60,Loamy,24.943389239675,1.4874274887951,6.6323064364314,1.0727958365953,140.88598813337,31.575324003666,210.32760899384,2.1527270662668,82.896903604179,15.080494039654,33.525772822803,57.972237260044,0.85788969382195,94.582691978841,7.7424936638266,312960,Potato
NMNX-42003,40-60,Sand,27.34930787177,1.3473418244384,7.3287507514522,1.8468870839001,89.065025077997,79.976729072548,197.63864638532,2.3552485577646,122.20048336375,23.062504638502,55.827064212747,87.554444488699,1.0997456135368,228.48662801084,18.74967911453,7006672,Corn
NTXM-319,0-20,Loamy,26.085859275964,1.1265838592784,6.3822512728043,1.611615206913,188.0601210426,49.414442829225,137.77745363263,0.91615835916425,99.677740164677,28.416396117435,,12.472753387684,0.89246552543706,23.688757563617,1.9964241761325,1984894,Carrot
NMNX-311,20-40,Clay,18.600539355391,1.4592388843017,6.5317242157992,1.6116521885282,63.147945367189,48.930812902627,120.10134428247,1.3035517873362,65.12846353211,7.2688104182561,10.975868575675,44.898721026974,0.30109818396894,126.5221421027,13.415007495107,69114,Bean
NTXM-320,20-40,Clay,20.565643583802,1.5488201804126,6.4489217569808,1.56040955857,92.307324948323,69.337610728928,127.98895485226,1.3130886273669,90.9124209317,10.292511035376,32.751665588988,58.586085600101,0.44516126425773,77.928780290157,3.1661925020206,24560,Pepper
NMNT-312,40-60,Clay,23.686679503831,1.4736422398809,7.1999642543049,3.3353445081546,17.037533681175,13.703380559874,124.35090167024,1.3401491371321,106.90621619566,12.492983957751,29.984224311538,39.90652941207,0.48633969696817,156.60152359689,6.5842662548797,2471041,Cotton
NTTM-281,20-40,Gill,20.562940816227,1.5928232033055,6.1978530492243,1.480640865722,96.542935361806,40.582829413079,146.96282313491,1.4353820406486,133.38588211383,21.190063688937,32.026482986382,101.1171756796,0.32715763155466,71.253773562761,8.0836855423801,10669,Potato
NMNX-41883,40-60,Loamy,20.034279091891,1.3844575302133,6.3776005385579,1.9920592115152,135.59427249903,37.709383957924,130.79789458497,1.0685872410651,65.773329941696,21.026828203653,3.714791635111,9.1744986378896,0.47072348796974,16.303464804946,2.0675894338842,86521,Carrot
NMNX-42004,20-40,Clay,28.151706869181,1.4255864857847,7.2824543556273,2.6421169776872,23.537276205937,20.751371277623,127.68181084575,1.4704767463628,169.0547737355,17.339766373185,25.671331683967,128.06013881052,0.5721398308739,133.61799779212,15.184994345886,70285292,Cotton
NTXM-320,20-40,Loamy,24.242611162104,1.1503419845461,,1.6289481047492,171.11795776305,23.131356765349,124.12122678968,1.2664932617973,50.280766794073,13.816756608619,3.5493703228164,17.397580779774,0.78592000065653,18.386017051865,1.6260807162287,2278135,Carrot
NMNX-312,20-40,Loamy,25.778720108444,1.2027208820561,6.083443731516,1.192316922648,122.46087046988,55.090255726986,243.68256564489,3.4656408057283,178.98055571064,25.00114673447,33.402540405642,155.73792106221,1.2549331737461,166.10804825613,,13816485,Potato
NTXM-321,20-40,Clay,24.81628599544,1.4156584359331,8.359841343184,2.9233944028782,14.514878920301,11.267035010063,111.52005184451,0.62827684375455,107.79569015555,6.0113337224968,33.720310331711,33.229109227433,0.48730011524341,116.32451846692,7.8334421035303,549847,Cotton
NMNT-313,0-20,Sand,32.385968169578,1.1790960407701,7.1408536962458,1.4110842734065,191.54135777337,68.96202487082,220.50634802126,2.7834707106296,170.28723390084,30.615652487522,38.601348962763,189.3228068075,1.5870218728987,226.92396226179,20.719941639903,181880594,Corn
NTTM-282,20-40,Loamy,19.677469947888,1.3324562259845,6.189686510035,1.7510514493637,73.146260026976,25.258685759498,135.21789480086,1.5067052889363,76.296603985746,11.464392566931,16.896179158176,72.609106832595,0.63624147821617,91.239619856708,13.407035976544,33762,Potato
NMNX-41884,20-40,Clay,22.783634432312,1.5505694926314,,1.9193471507276,101.5742214117,48.609361826211,136.67713705242,0.98680446050795,105.76482711011,6.7545625474265,26.652230962155,15.857274615162,0.64064305218886,41.291163490491,5.2709957128521,584644,Pepper
NMNX-42005,20-40,Sand,22.28941094156,1.4053444189471,6.5929461273324,1.1678405475108,131.56681093655,30.583302076904,161.66550046143,1.7867168991303,63.646465955601,21.04651137159,28.909392355627,72.579924520007,0.34470697600461,45.56145097504,3.2609409441759,92063,Potato
NTXM-321,0-20,Clay,33.231235355998,1.2938044480692,7.1276975624378,1.2409234684992,174.63119209998,63.382749016278,289.46455962664,2.4449380923587,159.7183902822,27.166249770613,45.485890887632,177.99685220241,1.1468284525548,181.55788538272,16.631082528896,339147363,Corn
NMNX-313,20-40,Clay,32.692602568208,1.3260648280619,8.2751406429527,2.6292378778979,24.265982574592,18.510998674913,105.6102886792,0.97031647512062,101.54329486509,12.220036192355,30.471303275576,80.607805806316,0.5279828353685,93.694715904251,14.322614415103,12538353,Cotton
NTXM-322,20-40,Clay,30.572478569554,1.3926161450818,7.9664676261908,2.7668824998221,20.729759251282,20.639267385831,100.48529915804,0.92506246113341,177.64019707665,15.395361524237,35.543570827618,102.94803680357,0.70289567709852,125.66141611636,7.4934856337636,50770436,Cotton
NMNT-314,0-20,Loamy,25.682089399036,1.2118494383448,6.23888397346,1.7975884642055,88.768091765046,52.51278470528,173.48562390524,1.5629351094429,137.45820576308,15.311660639014,38.729988438092,112.47395902679,0.70422504285737,100.02209072673,9.1629965232091,10210529,Bean
NTTM-283,20-40,Silt,19.304973093848,1.3378201410436,6.3518220219521,1.560289051466,108.25070096465,30.039188052448,110.00671083378,2.3446334118011,107.9891954261,21.361220100279,28.645210224956,46.199135927954,0.43694964311867,128.89984810139,3.1021877832963,937391,Potato
NMNX-41885,20-40,Gill,25.221617865946,1.2770368241178,6.2449309026913,1.1233549720832,168.69756336013,70.557923623626,229.15485039171,3.3637264567301,125.34956627919,24.849906347733,26.978794374257,99.19792082859,1.2846325992476,103.66363835503,7.9404750008556,10816802,Potato
NMNX-42006,20-40,Gill,25.142889495432,1.3316504048197,6.4737711122479,1.146243582464,120.78400715158,59.809984181293,190.58430734412,1.0363010245242,173.96829831055,17.025574536806,41.868454870223,85.672096526905,0.55207410280658,120.81052229255,6.6726143634935,2135747,Pepper
NTXM-322,0-20,Clay,30.277009884636,1.2876040827767,7.6833884676447,,29.887128897626,22.776142911454,135.45557567609,1.5216766981184,183.34317699018,14.040557621505,41.284977022253,116.19988799985,0.93045903320549,155.64854876197,,31825327,Cotton
TSPD-2171,40-60,Loamy,21.427094767148,1.3500553902575,6.5085837166765,1.3499399675385,113.84678505321,45.790148615335,176.00347533347,1.5634840468967,141.09186066754,9.0356726409501,17.902904046685,63.69151910635,0.75540373515552,,9.8602218188044,5582666,Pepper
Karta-282,20-40,Clay,25.254653086109,1.4223398369974,7.9103627627494,2.4700716641598,6.459828836203,11.833914049256,68.603695954019,0.50362535212665,136.24376141393,13.519616660538,40.305465431998,56.81932552603,0.84276916869543,146.56215303315,16.610993460522,10446,Wheat
NTTM-284,0-20,Clay,28.816630394248,1.1643286726903,6.3783324047123,1.464870947601,133.74914247652,63.58306767839,230.24065566844,3.7130387383606,126.62578907235,27.363002263588,31.730129837457,92.080818829853,0.88351010507673,147.52554930643,14.804730837822,59675023,Potato
NMNX-42127,0-20,Loamy,29.793767734549,1.2851284845041,6.6285726012971,1.4220922309932,142.77317812632,97.831613801524,262.35660265829,2.5517231781046,181.4875777494,29.713356685623,67.453477200993,147.16912144893,1.8659625030185,198.51089486105,11.076447051392,548294511,Corn
NMNX-42248,0-20,Loamy,25.606608122232,1.270399899989,6.0229604723292,0.82784781558211,138.62229955659,92.897607577627,297.81240791441,2.7579662983676,188.72018432577,37.766103632535,36.80744517574,101.44089283098,1.3626428315361,113.73429348333,17.032290394589,174899968,Potato
NTXM-323,0-20,Gill,26.061855765862,1.2733489597226,6.1872469773763,1.7148779191519,135.28253002625,67.229629572571,198.46620266446,1.8836893048573,183.44345099909,22.640670210289,31.514467129297,120.28219237395,0.7215354110469,149.74310199941,8.4414477177953,92854014,Pepper
TSPD-2172,20-40,Clay,23.046105714959,1.348010755582,7.3540136716682,3.1643522691477,18.014590647452,18.269581384045,116.77509139229,1.4467660954893,104.97892440506,15.445538869412,23.170310111475,50.651044636004,0.60662326742555,132.55198003138,17.318229466444,3105038,Cotton
Karta-283,20-40,Clay,22.382956220293,1.4180247994776,6.8378765858917,1.5753261859543,58.744692853667,53.519178042879,138.89614249834,0.7459993619166,127.81473790189,12.169977852791,15.722089613285,79.816018112053,0.32932943600081,80.378918992771,8.6240351112016,925966,Bean
NTTM-285,20-40,Clay,20.748037768392,,6.4595330242615,1.9420093898326,118.49117926379,54.375370375283,160.51439939747,0.99498040947005,85.506360936391,9.8290028100601,28.18280585165,67.86498681584,0.4588723218155,78.74087433942,7.3421255399094,306565,Pepper
NMNX-42369,0-20,Clay,32.149459204174,1.3727796951278,7.2400846499252,3.3453634749504,26.654969076248,20.793840409374,115.44759904342,1.1423301286866,141.03299700765,18.460223889025,31.314668845966,137.14526243442,0.75245309444622,131.33284289538,10.708325630829,69642013,Cotton
NMNX-42490,0-20,Loamy,29.441596430216,1.2241767744213,6.4224220017443,1.4047354079003,66.097565410916,65.955543704599,146.42878748635,1.2972280475292,154.86968162741,16.920518465001,29.612309550272,147.37194224127,0.99936264357913,171.36046701569,14.972088771335,34167780,Bean
NTXM-324,20-40,Clay,23.787029849961,1.4038275927398,7.9356549264958,1.6596378152824,7.2681640625731,3.0322441800094,62.346173939669,0.87966613036513,163.71463639833,10.538184631337,35.078808535302,131.2689280695,0.39636543169324,103.0777971357,12.041489712981,351915,Wheat
TSPD-2173,0-20,Clay,30.899785481573,1.3605469343861,6.8865681119852,3.1175770520146,22.380665102303,18.588181626962,137.13933141873,1.0837667718655,193.39722419982,15.843576337002,44.001658180019,149.71934830798,0.95539020262503,159.7986787524,18.824390853509,91950992,Cotton
Karta-284,0-20,Loamy,27.661492405924,1.176184336244,6.4869239990097,1.6755343796212,112.23546123076,61.041237881239,225.68159174674,1.7373575060891,198.87490506755,17.060134203292,47.885946508403,95.31526887473,0.72429228146504,116.6301480018,13.671636670411,41033468,Pepper
NTTM-286,40-60,Sand,24.05983465755,,6.213429147182,1.1627224625666,88.362282750461,50.839668119778,202.29568620312,1.8110957325195,145.63416314603,16.702856985361,18.249621183812,104.57896379581,0.42085372707441,77.701478139422,4.4369874053537,3973218,Potato
NMNX-42611,20-40,Clay,25.720393458074,1.216754428543,5.9498444734525,1.3632322606914,135.9009618729,80.292721187062,183.79398276211,2.3373459113283,116.22527469824,29.738155702424,24.632722893824,129.44618274849,1.0084085240592,167.6114156353,11.35137955166,25085445,Potato
NMNX-42732,0-20,Loamy,26.000948537759,1.298530264476,7.6948449432297,3.129612463654,26.902670960091,18.018278354671,118.26284631756,1.4990461800472,161.56642971109,14.378905325122,41.270686175533,104.88630237215,0.65047609359156,160.60422340082,11.786573965762,17233965,Cotton
NTXM-325,40-60,Clay,24.233236207386,1.459772869809,,2.3317804853216,10.169795371876,7.8226014771976,143.22375677848,1.0428979259429,178.39841849313,14.476256640054,22.489124582741,210.53014546459,1.1058344066603,106.25239104567,8.624702720061,281911,Wheat
NMNX-309,20-40,Gill,25.356703159023,1.3346310333702,6.2207525967037,0.95832605516606,130.78415315433,74.794906900887,223.81066127495,2.9750101678188,138.67396725809,28.109546876694,31.636765900024,65.395687244137,0.87647554468479,146.0500305027,15.441408961591,20895311,Potato
NTXM-318,0-20,Loamy,26.989059834867,1.1905397896917,6.262445701064,1.4040568090766,198.32918306862,31.183732702338,139.26143321636,1.1054858523195,99.634620183854,25.394552154441,4.3282430464446,17.067815053173,0.63942873159078,22.217336705908,2.6012810203624,776364,Carrot
NMNT-310,20-40,Clay,27.778109376814,1.3104089985467,7.3548210222931,2.0134122376855,138.32277467349,47.091633133218,230.11933700045,,112.94574805744,22.274832656831,48.677184877628,80.764719564029,0.32348152644128,119.14136478701,10.056897865378,38645305,Corn
NTTM-279,40-60,Loamy,20.570100078716,1.3953233504256,6.6437320064607,1.7430155170128,126.50505966242,16.001842505181,111.21189690509,0.77856154835238,74.211907588542,16.416409684467,2.7753523413554,8.3796437637817,0.56811797467518,17.210030533068,2.0832056023765,78443,Carrot
NMNX-42122,20-40,Loamy,25.088000303339,1.4247069780871,7.6404738650618,1.7472788627386,10.94470458232,11.249742748963,63.049281430346,0.44576015759486,188.97823556517,13.208175454083,44.726161137665,154.50690746761,0.61860164400001,140.69527416468,16.317635699582,735619,Wheat
NMNX-42243,20-40,Loamy,28.09360454407,1.3903892042415,7.3152803320997,1.222000009716,15.647921128203,13.883613033588,172.99511614292,1.2833243744992,213.89488582929,13.82180844572,31.49199581245,251.72328277487,1.0443221665637,128.67599672938,19.247817721456,1146459,Wheat
NTXM-318,20-40,Clay,24.793469975725,1.5773025515229,7.5019131808996,1.5135574653702,103.63661041224,46.392015499972,184.22121496571,1.8003161440974,100.36482310166,15.426207292776,40.566236502097,109.99985661864,0.72841354702149,171.17874699876,5.2184354588721,6196594,Corn
NMNX-310,40-60,Loamy,22.876233972892,1.4323689404095,6.1210486981372,1.4386586583277,137.93390827206,55.699928295237,120.82015685293,1.6022320830221,157.317530854,28.040274221579,20.786675949037,159.38562076649,0.89831051323531,117.36514104834,6.8468309466975,5566695,Potato
NTXM-319,20-40,Clay,18.439343048598,1.3650466073615,6.7951490716969,2.0625538368333,100.48001801092,36.772253014947,186.55850594741,1.3565260771547,113.68480723283,13.620647314085,30.062464017273,45.096960645105,0.35356409899159,32.617919974903,2.6026656757797,30242,Pepper
NMNT-311,0-20,Clay,26.761660596259,1.2691460544129,6.5943962784912,1.7816781414313,136.9213196172,63.097592770443,235.77785775416,1.7802261551684,149.15503989287,16.495212701121,31.885714904255,148.50285877552,0.75382094670419,109.75532305478,13.086005348413,13811933,Pepper
NTTM-280,0-20,Loamy,28.656495038935,1.2265052524053,,1.7494068801741,143.63853958238,89.102538362083,223.89967348441,1.2119390771193,179.26453280616,28.260737363667,34.013293920146,79.533213119554,0.7811594963105,141.37061894814,12.367942350918,11902064,Pepper
NMNX-42123,20-40,Clay,28.56279607985,1.3735214942748,7.4258146541862,1.8224451981303,21.893134177221,16.819290291513,101.97255754624,0.98955418576824,239.4039374126,12.051822580347,62.918528036326,86.61567064257,1.3316477555245,203.08887385589,18.202943538394,17048010,Wheat
NMNX-42244,20-40,Clay,31.942637764638,1.2012162662029,6.4119433515447,1.4836563689162,160.21093173123,85.289363120756,220.93154867723,2.7158266545404,154.24248922958,33.101149440547,64.904988002574,165.93197408594,1.1434667093719,139.35520755882,9.9754412079393,40378453,Corn
NTXM-319,0-20,Clay,30.178765095581,1.2954503180465,6.1929649502882,1.6731114092649,150.49870987867,79.872376288439,268.50751102031,2.5794609666175,137.19853360711,38.90454146549,31.928574832377,126.58683085918,1.8753430821769,232.04724186908,18.436404776666,472731637,Corn
NMNX-311,40-60,Clay,21.21421670315,1.3063228036741,6.3968314157909,1.6435976660745,48.975753936745,54.197834818165,140.01662578887,1.4131108700521,131.50049125693,8.1562166336317,32.808776360622,76.224899455369,0.57055727004673,60.586589832195,8.9623369201663,4169699,Bean
NTXM-320,40-60,Clay,23.75424562111,1.2045307156944,6.3769267795398,1.6514648047086,131.38386958098,30.264470591787,93.389400908714,0.52963068520825,68.933782682808,23.247748737087,3.3679502693274,11.974604689016,0.52094065812784,17.175391097835,1.2088452025563,95627,Carrot
